EGF,ECM,alphaqlig,alphailig,alphaslig,alphaonetwoonethreelig,stress,ILoneTNF,Extpump,Fas,Wnt,Tgfb,DNAdamage
1,1,0,0,0,0,0,0,0,0,1,0,0
