Attractor, Associated Cell Fate,Probability,cln3,mbf,sbf,cln12,cdh1,swi5,cdc20,clb56,sic1,clb12,mcm1
708,Uncharacterized,2.04E-10,0,0,0,0,1,1,0,1,0,0,1
709,Uncharacterized,2.02E-10,0,0,1,1,0,1,1,0,1,1,1
710,Uncharacterized,2.01E-10,0,1,0,1,1,1,1,1,0,0,0
711,Uncharacterized,2.00E-10,0,1,0,1,1,1,0,1,0,0,0
712,Uncharacterized,2.00E-10,0,1,0,1,1,0,1,1,0,0,0
713,Uncharacterized,2.00E-10,1,1,0,1,1,0,0,1,0,0,0
714,Uncharacterized,1.99E-10,1,0,0,0,0,1,0,0,1,0,1
715,Uncharacterized,1.93E-10,0,1,1,0,0,1,1,1,1,1,1
716,Uncharacterized,1.92E-10,1,0,0,0,0,0,0,0,0,1,1
717,Uncharacterized,1.90E-10,0,1,1,0,1,1,1,1,1,0,0
718,Uncharacterized,1.90E-10,1,0,0,0,0,1,1,1,0,1,0
719,Uncharacterized,1.88E-10,1,0,1,1,0,0,1,1,0,1,1
720,Uncharacterized,1.88E-10,0,1,1,0,1,0,0,1,1,0,1
721,Uncharacterized,1.88E-10,0,1,1,0,1,0,1,1,1,0,0
722,Uncharacterized,1.85E-10,0,1,1,0,0,1,1,0,0,1,1
723,Uncharacterized,1.84E-10,0,0,0,1,1,1,1,0,0,1,0
724,Uncharacterized,1.84E-10,0,0,1,0,1,1,1,0,0,1,0
725,Uncharacterized,1.82E-10,0,1,0,0,1,1,1,0,0,1,0
726,Uncharacterized,1.82E-10,0,0,0,0,1,1,1,1,0,1,0
727,Uncharacterized,1.82E-10,0,1,0,0,1,1,1,1,1,0,1
728,Uncharacterized,1.81E-10,0,0,0,0,1,1,0,1,1,0,1
729,Uncharacterized,1.79E-10,0,1,1,0,1,1,1,0,0,1,0
730,Uncharacterized,1.78E-10,1,0,0,0,1,1,1,0,0,1,0
731,Uncharacterized,1.66E-10,0,1,0,0,1,1,1,1,0,0,1
732,Uncharacterized,1.66E-10,0,1,1,0,0,1,1,1,0,0,1
733,Uncharacterized,1.52E-10,1,1,1,0,1,0,0,1,0,0,0
734,Uncharacterized,1.51E-10,1,1,0,0,1,0,0,1,0,0,1
735,Uncharacterized,1.51E-10,0,1,0,0,1,0,1,1,0,0,1
736,Uncharacterized,1.50E-10,0,1,0,1,1,1,0,0,0,0,0
737,Uncharacterized,1.46E-10,1,1,0,0,1,1,0,0,0,0,0
738,Uncharacterized,1.45E-10,0,0,1,1,0,0,1,1,0,1,0
739,Uncharacterized,1.43E-10,0,1,0,0,0,1,1,0,0,0,1
740,Uncharacterized,1.43E-10,0,1,1,0,1,1,1,0,1,1,0
741,Uncharacterized,1.43E-10,0,1,0,1,1,1,1,0,0,0,0
742,Uncharacterized,1.42E-10,0,1,0,1,1,0,1,0,0,0,0
743,Uncharacterized,1.42E-10,0,1,0,1,1,0,0,0,0,0,1
744,Uncharacterized,1.42E-10,1,1,0,1,1,0,0,0,0,0,0
745,Uncharacterized,1.42E-10,1,1,0,0,1,1,1,0,0,0,0
746,Uncharacterized,1.42E-10,0,0,0,1,0,0,1,1,1,0,1
747,Uncharacterized,1.42E-10,0,1,0,0,1,0,1,0,0,0,1
748,Uncharacterized,1.41E-10,1,1,0,0,1,0,1,0,0,0,0
749,Uncharacterized,1.41E-10,1,1,0,0,1,0,0,0,0,0,1
750,Uncharacterized,1.41E-10,0,1,1,1,0,1,1,0,1,1,0
751,Uncharacterized,1.41E-10,1,1,0,0,1,1,1,1,0,0,0
752,Uncharacterized,1.40E-10,1,1,0,0,1,1,0,1,0,0,0
753,Uncharacterized,1.40E-10,1,1,0,0,1,0,1,1,0,0,0
754,Uncharacterized,1.40E-10,0,1,0,1,1,1,0,1,0,0,1
755,Uncharacterized,1.40E-10,0,1,0,1,1,1,0,1,1,0,1
756,Uncharacterized,1.40E-10,1,1,0,0,1,1,0,1,1,0,1
757,Uncharacterized,1.40E-10,1,1,0,0,1,1,0,1,0,0,1
758,Uncharacterized,1.40E-10,0,1,0,1,0,0,0,1,1,0,1
759,Uncharacterized,1.39E-10,1,1,0,0,0,0,0,1,1,0,1
760,Uncharacterized,1.39E-10,0,1,0,1,0,1,1,1,1,0,1
761,Uncharacterized,1.39E-10,1,1,0,0,0,1,1,1,1,0,1
762,Uncharacterized,1.38E-10,0,1,1,1,0,0,1,0,1,0,1
763,Uncharacterized,1.37E-10,0,0,0,1,1,1,1,0,1,1,0
764,Uncharacterized,1.37E-10,1,0,0,0,1,1,1,0,1,1,0
765,Uncharacterized,1.36E-10,0,0,1,1,0,1,0,1,0,1,0
766,Uncharacterized,1.36E-10,0,1,1,0,1,1,1,0,1,0,1
767,Uncharacterized,1.35E-10,1,0,1,1,0,0,1,0,0,0,1
768,Uncharacterized,1.35E-10,1,1,1,1,0,0,0,0,0,1,0
769,Uncharacterized,1.35E-10,0,0,1,0,1,1,1,0,1,1,0
770,Uncharacterized,1.35E-10,0,0,0,1,1,1,1,0,0,1,1
771,Uncharacterized,1.34E-10,1,1,1,1,0,1,1,0,1,0,0
772,Uncharacterized,1.34E-10,0,1,1,1,0,1,1,1,1,0,0
773,Uncharacterized,1.34E-10,1,0,1,1,0,1,0,0,0,1,0
774,Uncharacterized,1.34E-10,0,0,1,1,1,1,0,1,0,0,0
775,Uncharacterized,1.32E-10,1,1,1,1,0,0,1,0,1,0,0
776,Uncharacterized,1.32E-10,1,1,1,1,0,0,0,0,1,0,1
777,Uncharacterized,1.30E-10,1,0,1,1,0,0,0,1,0,1,0
778,Uncharacterized,1.30E-10,1,0,1,1,0,1,0,1,0,0,0
779,Uncharacterized,1.30E-10,1,1,1,1,0,1,1,0,0,1,0
780,Uncharacterized,1.30E-10,0,1,1,1,0,1,0,1,1,0,1
781,Uncharacterized,1.29E-10,1,0,1,1,0,0,1,0,0,1,0
782,Uncharacterized,1.28E-10,0,0,1,1,1,0,0,1,0,0,1
783,Uncharacterized,1.26E-10,0,1,1,1,0,0,0,1,1,1,1
784,Uncharacterized,1.26E-10,1,0,1,1,0,1,1,1,0,1,0
785,Uncharacterized,1.25E-10,1,0,0,0,1,1,1,0,0,1,1
786,Uncharacterized,1.25E-10,0,1,1,0,0,0,1,0,1,0,1
787,Uncharacterized,1.25E-10,1,0,1,0,0,1,1,0,0,0,0
788,Uncharacterized,1.25E-10,1,0,1,1,0,1,0,1,0,1,1
789,Uncharacterized,1.25E-10,0,0,1,1,1,0,1,1,0,0,0
790,Uncharacterized,1.25E-10,1,0,1,1,1,0,0,1,0,0,0
791,Uncharacterized,1.25E-10,1,0,1,1,0,0,1,1,0,0,0
792,Uncharacterized,1.22E-10,0,1,1,0,0,0,1,0,0,0,1
793,Uncharacterized,1.20E-10,0,1,1,0,1,1,0,0,0,0,1
794,Uncharacterized,1.19E-10,0,0,1,1,1,1,1,1,0,0,0
795,Uncharacterized,1.19E-10,0,0,0,1,1,1,0,0,0,0,1
796,Uncharacterized,1.19E-10,0,0,1,0,1,1,0,0,0,0,1
797,Uncharacterized,1.19E-10,1,1,0,0,0,1,1,0,0,1,0
798,Uncharacterized,1.19E-10,1,0,0,0,1,1,0,0,0,0,1
799,Uncharacterized,1.10E-10,0,0,0,0,1,1,0,0,1,1,1
800,Uncharacterized,1.09E-10,1,1,1,0,1,0,1,0,1,0,0
801,Uncharacterized,1.09E-10,1,1,1,0,1,0,0,0,1,0,1
802,Uncharacterized,1.09E-10,1,1,0,0,0,1,1,0,0,1,1
803,Uncharacterized,1.08E-10,0,0,0,0,1,1,1,1,1,1,1
804,Uncharacterized,1.08E-10,0,0,1,0,0,1,0,0,1,0,1
805,Uncharacterized,1.05E-10,0,1,0,0,0,0,1,0,1,1,1
806,Uncharacterized,1.05E-10,1,0,0,0,0,1,0,1,0,1,1
807,Uncharacterized,1.04E-10,0,1,0,1,0,1,1,0,1,1,1
808,Uncharacterized,1.04E-10,0,0,1,0,0,0,1,0,1,1,1
809,Uncharacterized,1.04E-10,0,0,0,0,0,1,0,1,0,1,0
810,Uncharacterized,1.02E-10,0,0,0,1,0,1,0,0,1,1,1
811,Uncharacterized,1.01E-10,1,0,1,1,0,0,0,0,1,0,1
812,Uncharacterized,1.01E-10,1,0,1,1,0,0,1,0,1,0,0
813,Uncharacterized,1.01E-10,1,0,0,0,0,0,1,0,0,1,0
814,Uncharacterized,1.00E-10,0,1,0,1,0,1,1,0,0,1,1
815,Uncharacterized,9.98E-11,0,1,0,0,1,1,1,0,1,1,1
816,Uncharacterized,9.93E-11,0,0,1,0,1,1,1,0,1,1,1
817,Uncharacterized,9.86E-11,0,1,0,0,0,0,1,0,0,1,0
818,Uncharacterized,9.85E-11,0,1,0,0,0,1,0,0,0,1,0
819,Uncharacterized,9.80E-11,1,0,0,0,0,1,0,0,0,1,1
820,Uncharacterized,9.79E-11,1,0,1,0,0,1,1,0,0,1,1
821,Uncharacterized,9.75E-11,1,1,0,0,0,1,1,0,1,1,1
822,Uncharacterized,9.75E-11,0,1,1,0,0,1,0,0,0,1,0
823,Uncharacterized,9.73E-11,0,1,1,0,0,0,1,0,0,1,0
824,Uncharacterized,9.73E-11,1,0,1,0,0,1,1,0,1,1,1
825,Uncharacterized,9.72E-11,1,0,0,0,0,1,0,0,1,1,1
826,Uncharacterized,9.72E-11,1,0,1,0,0,1,1,0,1,0,1
827,Uncharacterized,9.68E-11,1,0,0,0,0,1,0,0,0,1,0
828,Uncharacterized,9.65E-11,1,0,1,1,0,1,1,0,1,0,0
829,Uncharacterized,9.56E-11,1,0,0,0,0,0,0,1,0,1,0
830,Uncharacterized,9.53E-11,0,1,0,1,0,1,1,1,1,1,1
831,Uncharacterized,9.46E-11,1,1,0,0,0,1,1,1,1,1,1
832,Uncharacterized,9.30E-11,0,1,0,1,1,1,0,1,1,0,0
833,Uncharacterized,9.30E-11,1,1,0,0,0,0,0,0,0,1,0
834,Uncharacterized,9.29E-11,0,1,0,0,0,1,0,1,1,1,1
835,Uncharacterized,9.17E-11,1,1,0,0,1,1,0,1,1,0,0
836,Uncharacterized,9.17E-11,1,0,0,0,0,1,0,1,0,0,0
837,Uncharacterized,9.16E-11,1,0,0,0,0,0,1,1,0,0,0
838,Uncharacterized,9.11E-11,1,0,1,0,0,1,1,0,1,0,0
839,Uncharacterized,9.05E-11,1,0,0,1,0,1,1,0,1,0,0
840,Uncharacterized,8.92E-11,1,0,1,0,0,1,0,0,1,0,0
841,Uncharacterized,8.91E-11,1,0,0,1,0,1,0,0,1,0,0
842,Uncharacterized,8.84E-11,1,0,0,1,0,0,0,0,1,0,1
843,Uncharacterized,8.77E-11,1,0,0,1,0,0,1,0,1,0,0
844,Uncharacterized,8.77E-11,1,0,1,0,0,0,0,0,1,0,1
845,Uncharacterized,8.76E-11,1,0,1,0,0,0,1,0,1,0,0
846,Uncharacterized,8.70E-11,1,1,1,0,1,0,0,1,1,0,0
847,Uncharacterized,8.61E-11,1,1,0,1,1,1,1,0,1,0,0
848,Uncharacterized,8.57E-11,0,0,0,1,0,1,0,0,0,1,1
849,Uncharacterized,8.38E-11,0,1,0,1,0,1,1,1,0,0,1
850,Uncharacterized,8.38E-11,0,1,0,1,1,1,1,1,1,0,0
851,Uncharacterized,8.31E-11,0,1,0,1,1,0,1,0,1,0,1
852,Uncharacterized,8.31E-11,0,1,0,1,1,0,0,1,1,0,1
853,Uncharacterized,8.30E-11,1,1,0,1,1,0,1,0,1,0,0
854,Uncharacterized,8.30E-11,1,1,0,1,1,0,0,0,1,0,1
855,Uncharacterized,8.29E-11,0,1,0,1,1,0,1,1,1,0,0
856,Uncharacterized,8.29E-11,1,1,0,1,1,0,0,1,1,0,0
857,Uncharacterized,8.29E-11,1,1,0,0,1,1,1,1,1,0,0
858,Uncharacterized,8.27E-11,0,1,0,0,1,1,1,1,1,1,1
859,Uncharacterized,8.23E-11,1,1,0,0,1,0,1,0,1,0,1
860,Uncharacterized,8.23E-11,1,1,0,0,0,1,1,1,0,0,1
861,Uncharacterized,8.23E-11,1,1,0,0,1,0,0,1,1,0,1
862,Uncharacterized,8.22E-11,0,1,0,0,1,0,1,1,1,0,1
863,Uncharacterized,8.21E-11,1,1,0,0,1,0,1,1,1,0,0
864,Uncharacterized,7.59E-11,0,1,1,1,1,0,0,1,0,1,1
865,Uncharacterized,7.15E-11,0,0,1,1,1,0,1,0,0,0,1
866,Uncharacterized,7.08E-11,1,0,1,0,0,1,1,1,0,1,1
867,Uncharacterized,6.73E-11,1,0,0,0,0,0,1,1,0,0,1
868,Uncharacterized,6.73E-11,0,0,0,1,0,0,1,1,1,1,1
869,Uncharacterized,6.57E-11,1,0,1,1,1,0,1,0,0,0,0
870,Uncharacterized,6.57E-11,1,0,1,1,1,0,0,0,0,0,1
871,Uncharacterized,6.43E-11,0,0,1,1,0,1,0,1,1,0,0
872,Uncharacterized,6.35E-11,0,0,1,1,0,1,0,0,1,1,0
873,Uncharacterized,6.31E-11,1,0,0,0,1,0,1,0,0,0,1
874,Uncharacterized,6.26E-11,0,0,0,0,1,0,1,1,0,0,1
875,Uncharacterized,6.24E-11,1,1,1,1,0,0,1,1,0,0,1
876,Uncharacterized,6.23E-11,0,0,0,1,1,0,0,1,0,0,1
877,Uncharacterized,6.22E-11,0,0,1,0,1,0,0,1,0,0,1
878,Uncharacterized,6.21E-11,1,0,0,0,1,0,0,1,0,0,1
879,Uncharacterized,6.17E-11,0,1,0,1,0,0,0,0,0,1,1
880,Uncharacterized,6.13E-11,0,0,0,1,0,1,0,1,0,0,1
881,Uncharacterized,6.12E-11,0,0,1,0,0,1,0,1,0,0,1
882,Uncharacterized,6.04E-11,1,0,1,1,1,1,1,0,0,0,0
883,Uncharacterized,6.02E-11,0,1,1,0,1,0,1,0,0,0,1
884,Uncharacterized,6.01E-11,0,0,1,0,0,0,1,1,0,0,1
885,Uncharacterized,6.01E-11,1,0,1,0,1,1,0,0,0,0,0
886,Uncharacterized,6.01E-11,1,0,0,1,1,1,0,0,0,0,0
887,Uncharacterized,6.00E-11,1,0,1,0,1,1,1,0,0,0,0
888,Uncharacterized,6.00E-11,0,0,1,0,1,0,1,0,0,0,1
889,Uncharacterized,5.99E-11,1,0,0,1,1,1,1,0,0,0,0
890,Uncharacterized,5.99E-11,1,1,1,1,1,1,1,1,0,0,0
891,Uncharacterized,5.99E-11,0,1,1,1,1,0,1,1,0,0,1
892,Uncharacterized,5.99E-11,1,1,1,1,1,0,0,1,0,0,1
893,Uncharacterized,5.99E-11,1,0,0,1,1,0,0,0,0,0,1
894,Uncharacterized,5.99E-11,1,0,0,1,1,0,1,0,0,0,0
895,Uncharacterized,5.98E-11,1,1,1,1,1,1,0,1,0,0,0
896,Uncharacterized,5.98E-11,1,1,1,1,1,0,1,1,0,0,0
897,Uncharacterized,5.98E-11,1,0,1,0,1,0,1,0,0,0,0
898,Uncharacterized,5.98E-11,1,0,1,0,1,0,0,0,0,0,1
899,Uncharacterized,5.97E-11,1,0,0,1,0,0,0,1,0,0,1
900,Uncharacterized,5.97E-11,1,0,1,0,0,0,0,1,0,0,1
901,Uncharacterized,5.97E-11,0,0,0,1,1,1,1,1,0,0,0
902,Uncharacterized,5.96E-11,0,0,0,1,1,1,0,1,0,0,0
903,Uncharacterized,5.96E-11,1,0,0,0,0,1,0,1,0,0,1
904,Uncharacterized,5.96E-11,0,0,0,1,1,0,1,1,0,0,0
905,Uncharacterized,5.96E-11,1,0,0,1,1,0,0,1,0,0,0
906,Uncharacterized,5.96E-11,0,0,1,0,1,1,1,1,0,0,0
907,Uncharacterized,5.95E-11,1,0,0,0,1,1,1,1,0,0,0
908,Uncharacterized,5.95E-11,0,0,1,0,1,1,0,1,0,0,0
909,Uncharacterized,5.95E-11,0,0,1,0,1,0,1,1,0,0,0
910,Uncharacterized,5.95E-11,1,0,1,0,1,0,0,1,0,0,0
911,Uncharacterized,5.95E-11,1,0,0,0,1,1,0,1,0,0,0
912,Uncharacterized,5.95E-11,1,0,0,0,1,0,1,1,0,0,0
913,Uncharacterized,5.88E-11,1,1,0,1,0,0,1,1,0,1,1
914,Uncharacterized,5.79E-11,0,1,0,1,0,1,0,0,1,0,1
915,Uncharacterized,5.73E-11,1,0,0,1,0,0,1,1,0,1,0
916,Uncharacterized,5.58E-11,1,1,0,0,0,1,0,0,1,0,1
917,Uncharacterized,5.37E-11,0,1,1,1,0,1,0,0,0,1,1
918,Uncharacterized,5.18E-11,1,1,1,1,0,0,0,0,0,1,1
919,Uncharacterized,5.09E-11,0,0,0,0,1,0,1,1,0,1,1
920,Uncharacterized,4.82E-11,0,0,1,0,0,1,1,0,0,0,1
921,Uncharacterized,4.79E-11,0,0,1,1,1,1,0,1,1,0,0
922,Uncharacterized,4.67E-11,0,1,0,1,0,0,1,0,1,0,1
923,Uncharacterized,4.22E-11,0,1,1,1,0,1,0,0,1,1,0
924,Uncharacterized,4.20E-11,0,1,1,0,0,1,0,1,1,0,0
925,Uncharacterized,4.17E-11,0,1,1,0,0,0,1,1,1,0,0
926,Uncharacterized,4.14E-11,0,1,1,1,0,1,1,0,0,0,1
927,Uncharacterized,4.12E-11,0,0,0,1,1,1,1,1,0,1,1
928,Uncharacterized,4.11E-11,0,1,1,0,0,1,1,1,1,0,0
929,Uncharacterized,3.82E-11,0,0,0,1,1,1,0,1,1,0,0
930,Uncharacterized,3.82E-11,0,0,1,0,1,1,0,1,1,0,0
931,Uncharacterized,3.82E-11,1,0,0,0,1,1,0,1,1,0,0
932,Uncharacterized,3.72E-11,0,0,0,0,1,0,1,1,1,0,1
933,Uncharacterized,3.27E-11,0,1,1,1,1,1,1,0,1,0,1
934,Uncharacterized,3.18E-11,0,1,0,0,1,1,0,0,1,1,0
935,Uncharacterized,3.11E-11,0,1,1,1,1,1,1,0,1,1,0
936,Uncharacterized,3.10E-11,0,1,1,1,1,1,1,1,0,1,1
937,Uncharacterized,3.02E-11,0,0,1,1,1,1,1,0,1,1,0
938,Uncharacterized,2.94E-11,0,1,1,0,0,1,1,0,0,0,1
939,Uncharacterized,2.93E-11,0,0,1,1,1,1,1,0,1,0,1
940,Uncharacterized,2.50E-11,0,1,1,0,1,1,1,1,0,1,1
941,Uncharacterized,2.43E-11,1,1,1,0,0,1,0,0,1,0,0
942,Uncharacterized,2.43E-11,0,0,1,1,1,1,1,1,1,0,0
943,Uncharacterized,2.40E-11,0,0,1,1,1,0,1,1,1,0,0
944,Uncharacterized,2.40E-11,0,0,1,1,1,0,0,1,1,0,1
945,Uncharacterized,2.40E-11,1,0,1,1,1,0,0,1,1,0,0
946,Uncharacterized,2.40E-11,1,1,0,0,0,0,1,0,1,0,1
947,Uncharacterized,2.38E-11,0,0,0,1,1,1,1,1,1,0,0
948,Uncharacterized,2.38E-11,0,0,1,0,1,1,1,1,1,0,0
949,Uncharacterized,2.38E-11,1,0,0,0,1,1,1,1,1,0,0
950,Uncharacterized,2.38E-11,0,1,1,0,0,0,0,1,1,1,1
951,Uncharacterized,2.35E-11,1,1,1,0,0,1,1,0,1,0,0
952,Uncharacterized,2.33E-11,0,0,0,1,1,0,1,1,1,0,0
953,Uncharacterized,2.33E-11,0,0,0,1,1,0,0,1,1,0,1
954,Uncharacterized,2.33E-11,1,0,0,1,1,0,0,1,1,0,0
955,Uncharacterized,2.33E-11,0,0,1,0,1,0,1,1,1,0,0
956,Uncharacterized,2.33E-11,0,0,1,0,1,0,0,1,1,0,1
957,Uncharacterized,2.32E-11,1,0,0,0,1,0,1,1,1,0,0
958,Uncharacterized,2.32E-11,1,0,1,0,1,0,0,1,1,0,0
959,Uncharacterized,2.32E-11,1,0,0,0,1,0,0,1,1,0,1
960,Uncharacterized,2.32E-11,0,1,1,0,1,0,0,1,0,1,1
961,Uncharacterized,2.32E-11,1,1,1,0,0,0,0,0,1,0,1
962,Uncharacterized,2.32E-11,1,1,1,0,0,0,1,0,1,0,0
963,Uncharacterized,2.02E-11,0,1,1,1,1,0,0,0,0,1,0
964,Uncharacterized,1.98E-11,1,1,1,0,0,0,0,1,1,0,0
965,Uncharacterized,1.96E-11,0,0,0,0,0,1,0,1,1,1,1
966,Uncharacterized,1.96E-11,0,1,0,1,0,1,0,1,1,0,0
967,Uncharacterized,1.96E-11,1,1,0,1,0,1,0,0,1,0,0
968,Uncharacterized,1.91E-11,0,1,0,1,0,0,1,1,1,0,0
969,Uncharacterized,1.91E-11,1,1,0,1,0,0,0,1,1,0,0
970,Uncharacterized,1.89E-11,0,1,0,1,0,1,1,0,1,1,0
971,Uncharacterized,1.88E-11,1,1,0,0,0,1,1,0,1,1,0
972,Uncharacterized,1.87E-11,1,1,0,0,0,0,1,1,1,0,0
973,Uncharacterized,1.87E-11,0,0,0,0,1,0,1,0,1,1,0
974,Uncharacterized,1.86E-11,0,1,0,1,0,1,1,1,1,0,0
975,Uncharacterized,1.86E-11,1,1,0,1,0,1,1,0,1,0,0
976,Uncharacterized,1.85E-11,1,1,0,0,0,1,1,1,1,0,0
977,Uncharacterized,1.85E-11,1,1,0,1,0,0,1,0,1,0,0
978,Uncharacterized,1.85E-11,1,1,0,1,0,0,0,0,1,0,1
979,Uncharacterized,1.85E-11,1,1,0,0,0,1,0,1,1,0,0
980,Uncharacterized,1.83E-11,0,1,1,0,0,1,1,0,1,1,1
981,Uncharacterized,1.82E-11,0,0,1,0,0,1,1,1,1,1,1
982,Uncharacterized,1.68E-11,0,1,0,0,1,1,0,1,0,1,1
983,Uncharacterized,1.66E-11,0,1,0,0,0,0,1,1,1,1,1
984,Uncharacterized,1.62E-11,0,0,1,1,0,0,0,1,1,1,1
985,Uncharacterized,1.61E-11,0,1,1,0,1,0,0,1,0,1,0
986,Uncharacterized,1.55E-11,0,0,1,1,1,1,0,0,1,1,0
987,Uncharacterized,1.54E-11,0,1,0,0,0,1,0,0,0,1,1
988,Uncharacterized,1.44E-11,0,0,0,1,1,0,1,0,0,1,1
989,Uncharacterized,1.44E-11,0,1,0,0,1,0,0,1,1,1,0
990,Uncharacterized,1.43E-11,0,0,1,1,1,1,0,0,0,1,0
991,Uncharacterized,1.41E-11,1,0,1,0,0,0,1,1,0,1,1
992,Uncharacterized,1.41E-11,0,0,1,1,0,0,0,1,1,0,1
993,Uncharacterized,1.40E-11,1,0,0,0,0,0,1,1,0,1,0
994,Uncharacterized,1.36E-11,1,0,0,0,1,1,1,1,0,1,1
995,Uncharacterized,1.26E-11,0,1,1,0,1,0,0,0,1,1,0
996,Uncharacterized,1.21E-11,0,1,1,1,1,1,1,0,0,1,0
997,Uncharacterized,1.16E-11,0,0,1,1,0,0,1,0,1,1,0
998,Uncharacterized,1.15E-11,1,0,1,1,0,0,1,0,0,1,1
999,Uncharacterized,1.13E-11,0,0,1,1,1,0,0,1,0,1,0
1000,Uncharacterized,1.13E-11,0,0,0,0,1,1,0,0,0,1,1
1001,Uncharacterized,1.12E-11,0,0,1,1,1,0,0,0,1,1,0
1002,Uncharacterized,1.12E-11,0,1,0,1,1,1,1,1,0,1,1
1003,Uncharacterized,1.11E-11,1,1,0,0,1,1,1,1,0,1,1
1004,Uncharacterized,1.11E-11,1,0,0,0,0,1,1,1,0,0,1
1005,Uncharacterized,1.10E-11,0,0,1,1,0,0,1,1,1,0,0
1006,Uncharacterized,1.10E-11,1,0,1,1,0,0,0,1,1,0,0
1007,Uncharacterized,1.08E-11,1,0,0,1,0,0,1,1,0,0,1
1008,Uncharacterized,1.07E-11,0,0,0,0,1,0,0,0,1,1,1
1009,Uncharacterized,1.06E-11,0,0,0,1,1,0,0,0,1,1,0
1010,Uncharacterized,1.06E-11,0,0,1,0,1,0,0,0,1,1,0
1011,Uncharacterized,1.06E-11,1,0,0,0,1,0,0,0,1,1,0
1012,Uncharacterized,1.04E-11,0,0,1,1,0,0,0,0,1,1,1
1013,Uncharacterized,1.04E-11,1,0,1,1,0,0,0,0,1,1,0
1014,Uncharacterized,1.01E-11,0,1,1,0,0,1,1,1,0,0,0
1015,Uncharacterized,1.01E-11,0,0,1,1,1,0,0,1,0,1,1
1016,Uncharacterized,1.01E-11,0,1,0,0,1,0,1,1,0,1,1
1017,Uncharacterized,9.98E-12,0,1,1,1,1,1,0,0,1,1,0
1018,Uncharacterized,9.95E-12,0,1,1,0,1,1,0,0,1,1,0
1019,Uncharacterized,9.88E-12,0,0,0,1,1,1,0,0,1,1,0
1020,Uncharacterized,9.87E-12,0,0,1,0,1,1,0,0,1,1,0
1021,Uncharacterized,9.87E-12,1,0,0,0,1,1,0,0,1,1,0
1022,Uncharacterized,9.86E-12,0,1,0,1,0,0,0,1,1,1,1
1023,Uncharacterized,9.78E-12,1,1,0,0,0,0,0,0,0,1,1
1024,Uncharacterized,9.73E-12,1,1,0,0,0,0,0,1,1,1,1
1025,Uncharacterized,9.59E-12,0,1,0,1,1,0,0,1,0,1,1
1026,Uncharacterized,9.52E-12,1,1,0,0,1,0,0,1,0,1,1
1027,Uncharacterized,9.41E-12,0,1,0,1,1,0,0,1,0,1,0
1028,Uncharacterized,8.77E-12,0,0,1,1,1,0,1,0,0,1,0
1029,Uncharacterized,8.50E-12,0,0,1,1,1,0,0,0,0,1,1
1030,Uncharacterized,8.49E-12,1,0,1,1,1,0,0,0,0,1,0
1031,Uncharacterized,8.12E-12,0,0,0,0,0,1,0,1,1,0,1
1032,Uncharacterized,7.78E-12,0,0,0,1,1,1,1,0,0,0,1
1033,Uncharacterized,7.30E-12,1,0,0,0,1,1,1,0,0,0,1
1034,Uncharacterized,7.26E-12,0,1,0,0,0,1,0,0,1,1,1
1035,Uncharacterized,7.19E-12,0,0,1,1,0,1,1,1,1,1,0
1036,Uncharacterized,7.18E-12,0,0,0,1,0,0,0,1,1,0,1
1037,Uncharacterized,7.10E-12,0,1,0,0,1,1,1,0,0,0,1
1038,Uncharacterized,7.07E-12,0,0,0,0,1,1,1,1,1,0,1
1039,Uncharacterized,7.04E-12,0,0,1,0,0,0,0,1,1,0,1
1040,Uncharacterized,7.03E-12,0,1,1,1,1,0,0,0,1,1,0
1041,Uncharacterized,7.03E-12,1,0,0,0,0,0,0,1,1,0,1
1042,Uncharacterized,6.92E-12,1,0,0,1,0,1,1,0,0,0,0
1043,Uncharacterized,6.88E-12,1,0,1,1,0,1,1,0,1,1,0
1044,Uncharacterized,6.79E-12,0,0,1,1,0,0,0,1,1,1,0
1045,Uncharacterized,6.72E-12,1,1,1,0,0,0,0,0,0,0,1
1046,Uncharacterized,6.71E-12,0,0,0,1,0,0,1,0,1,1,0
1047,Uncharacterized,6.70E-12,1,1,1,0,0,1,1,0,0,0,0
1048,Uncharacterized,6.65E-12,1,0,1,1,0,1,1,0,0,1,1
1049,Uncharacterized,6.63E-12,0,1,0,0,1,1,1,0,0,1,1
1050,Uncharacterized,6.61E-12,1,1,1,1,1,1,0,0,1,0,1
1051,Uncharacterized,6.59E-12,0,1,0,0,1,1,0,1,0,1,0
1052,Uncharacterized,6.59E-12,0,1,0,0,1,0,1,1,0,1,0
1053,Uncharacterized,6.59E-12,1,0,0,0,0,0,1,0,1,1,0
1054,Uncharacterized,6.57E-12,1,1,0,0,1,0,0,1,0,1,0
1055,Uncharacterized,6.52E-12,1,1,1,0,0,1,0,0,0,0,0
1056,Uncharacterized,6.42E-12,0,1,0,0,1,1,0,1,1,1,1
1057,Uncharacterized,6.19E-12,1,0,0,1,0,1,1,0,0,0,1
1058,Uncharacterized,6.16E-12,1,0,0,1,0,0,0,0,0,1,1
1059,Uncharacterized,6.15E-12,0,0,1,1,1,1,1,1,0,1,0
1060,Uncharacterized,6.07E-12,1,0,0,1,0,0,1,0,0,1,0
1061,Uncharacterized,6.07E-12,0,0,1,0,0,1,1,1,0,0,0
1062,Uncharacterized,6.01E-12,0,1,1,0,0,0,1,0,1,1,0
