Attractor, Associated Cell Fate,Probability,cln3,mbf,sbf,cln12,cdh1,swi5,cdc20,clb56,sic1,clb12,mcm1
351,Uncharacterized,6.24E-08,0,1,1,1,0,0,1,1,0,0,1
352,Uncharacterized,6.23E-08,1,1,1,1,0,0,0,1,0,0,1
353,Uncharacterized,6.21E-08,0,0,0,0,1,0,0,1,0,0,1
354,Uncharacterized,6.03E-08,0,1,1,0,1,1,1,0,0,0,0
355,Uncharacterized,6.03E-08,0,0,1,1,1,1,1,0,0,0,0
356,Uncharacterized,6.02E-08,0,1,1,0,1,1,0,0,0,0,0
357,Uncharacterized,6.01E-08,0,1,1,0,1,0,1,0,0,0,0
358,Uncharacterized,6.01E-08,0,1,1,0,1,0,0,0,0,0,1
359,Uncharacterized,6.00E-08,0,0,1,0,1,1,0,0,0,0,0
360,Uncharacterized,6.00E-08,0,0,0,1,1,1,0,0,0,0,0
361,Uncharacterized,6.00E-08,0,1,0,1,0,0,1,1,0,1,1
362,Uncharacterized,6.00E-08,0,0,1,0,1,1,1,0,0,0,0
363,Uncharacterized,5.99E-08,1,0,0,0,1,1,1,0,0,0,0
364,Uncharacterized,5.99E-08,0,0,0,1,1,1,1,0,0,0,0
365,Uncharacterized,5.98E-08,1,0,0,0,1,1,0,0,0,0,0
366,Uncharacterized,5.98E-08,0,1,1,1,1,1,1,1,0,0,0
367,Uncharacterized,5.98E-08,0,1,1,1,1,0,0,1,0,0,1
368,Uncharacterized,5.98E-08,0,0,0,1,1,0,0,0,0,0,1
369,Uncharacterized,5.98E-08,0,0,0,1,1,0,1,0,0,0,0
370,Uncharacterized,5.98E-08,1,0,0,1,1,0,0,0,0,0,0
371,Uncharacterized,5.98E-08,0,1,1,1,1,1,0,1,0,0,0
372,Uncharacterized,5.98E-08,0,1,1,1,1,0,1,1,0,0,0
373,Uncharacterized,5.98E-08,1,1,1,1,1,0,0,1,0,0,0
374,Uncharacterized,5.97E-08,0,0,1,0,1,0,1,0,0,0,0
375,Uncharacterized,5.97E-08,0,0,1,0,1,0,0,0,0,0,1
376,Uncharacterized,5.97E-08,1,0,1,0,1,0,0,0,0,0,0
377,Uncharacterized,5.97E-08,1,0,0,0,1,0,1,0,0,0,0
378,Uncharacterized,5.97E-08,1,0,0,0,1,0,0,0,0,0,1
379,Uncharacterized,5.97E-08,0,0,1,0,0,0,0,1,0,0,1
380,Uncharacterized,5.97E-08,0,0,0,1,0,0,0,1,0,0,1
381,Uncharacterized,5.95E-08,0,0,0,0,0,1,0,1,0,0,1
382,Uncharacterized,5.95E-08,0,0,0,1,1,0,0,1,0,0,0
383,Uncharacterized,5.95E-08,0,0,0,0,1,1,1,1,0,0,0
384,Uncharacterized,5.94E-08,0,0,1,0,1,0,0,1,0,0,0
385,Uncharacterized,5.94E-08,0,0,0,0,1,1,0,1,0,0,0
386,Uncharacterized,5.94E-08,0,0,0,0,1,0,1,1,0,0,0
387,Uncharacterized,5.94E-08,1,0,0,0,1,0,0,1,0,0,0
388,Uncharacterized,5.94E-08,1,0,0,0,0,0,0,1,0,0,1
389,Uncharacterized,5.72E-08,0,0,0,1,0,0,1,1,0,1,0
390,Uncharacterized,5.57E-08,0,1,0,0,0,1,0,0,1,0,1
391,Uncharacterized,5.20E-08,0,1,1,1,0,0,0,0,0,1,1
392,Uncharacterized,4.16E-08,0,1,1,0,0,0,0,1,1,0,0
393,Uncharacterized,3.81E-08,0,0,0,0,1,1,0,1,1,0,0
394,Uncharacterized,2.42E-08,0,1,0,0,0,0,1,0,1,0,1
395,Uncharacterized,2.40E-08,0,0,1,1,1,0,0,1,1,0,0
396,Uncharacterized,2.38E-08,0,0,0,0,1,1,1,1,1,0,0
397,Uncharacterized,2.32E-08,0,0,0,1,1,0,0,1,1,0,0
398,Uncharacterized,2.32E-08,0,0,1,0,1,0,0,1,1,0,0
399,Uncharacterized,2.32E-08,0,0,0,0,1,0,1,1,1,0,0
400,Uncharacterized,2.32E-08,0,0,0,0,1,0,0,1,1,0,1
401,Uncharacterized,2.32E-08,1,0,0,0,1,0,0,1,1,0,0
402,Uncharacterized,2.32E-08,1,1,1,0,0,0,0,0,1,0,0
403,Uncharacterized,1.95E-08,0,1,0,1,0,1,0,0,1,0,0
404,Uncharacterized,1.91E-08,0,1,0,1,0,0,0,1,1,0,0
405,Uncharacterized,1.88E-08,0,1,0,0,0,1,1,0,1,1,0
406,Uncharacterized,1.87E-08,0,1,0,0,0,0,1,1,1,0,0
407,Uncharacterized,1.87E-08,1,1,0,0,0,0,0,1,1,0,0
408,Uncharacterized,1.86E-08,0,1,0,1,0,1,1,0,1,0,0
409,Uncharacterized,1.85E-08,0,1,0,0,0,1,1,1,1,0,0
410,Uncharacterized,1.85E-08,0,1,0,1,0,0,1,0,1,0,0
411,Uncharacterized,1.85E-08,0,1,0,1,0,0,0,0,1,0,1
412,Uncharacterized,1.85E-08,1,1,0,1,0,0,0,0,1,0,0
413,Uncharacterized,1.85E-08,0,1,0,0,0,1,0,1,1,0,0
414,Uncharacterized,1.84E-08,1,1,0,0,0,1,1,0,1,0,0
415,Uncharacterized,1.84E-08,1,1,0,0,0,1,0,0,1,0,0
416,Uncharacterized,1.83E-08,1,1,0,0,0,0,1,0,1,0,0
417,Uncharacterized,1.83E-08,1,1,0,0,0,0,0,0,1,0,1
418,Uncharacterized,1.43E-08,0,0,1,0,0,0,1,1,0,1,1
419,Uncharacterized,1.39E-08,0,0,0,0,0,0,1,1,0,1,0
420,Uncharacterized,1.36E-08,0,0,0,0,1,1,1,1,0,1,1
421,Uncharacterized,1.11E-08,0,1,0,0,1,1,1,1,0,1,1
422,Uncharacterized,1.11E-08,0,0,0,0,0,1,1,1,0,0,1
423,Uncharacterized,1.10E-08,0,0,1,1,0,0,0,1,1,0,0
424,Uncharacterized,1.08E-08,0,0,0,1,0,0,1,1,0,0,1
425,Uncharacterized,1.05E-08,0,0,0,0,1,0,0,0,1,1,0
426,Uncharacterized,1.04E-08,0,0,1,1,0,0,0,0,1,1,0
427,Uncharacterized,9.86E-09,0,0,0,0,1,1,0,0,1,1,0
428,Uncharacterized,9.77E-09,0,1,0,0,0,0,0,0,0,1,1
429,Uncharacterized,9.72E-09,0,1,0,0,0,0,0,1,1,1,1
430,Uncharacterized,9.51E-09,0,1,0,0,1,0,0,1,0,1,1
431,Uncharacterized,8.48E-09,0,0,1,1,1,0,0,0,0,1,0
432,Uncharacterized,8.41E-09,1,0,0,0,0,0,1,0,0,0,1
433,Uncharacterized,7.40E-09,0,0,1,1,0,1,1,0,0,1,1
434,Uncharacterized,7.30E-09,0,0,0,0,1,1,1,0,0,0,1
435,Uncharacterized,7.02E-09,0,0,0,0,0,0,0,1,1,0,1
436,Uncharacterized,6.91E-09,0,0,0,1,0,1,1,0,0,0,0
437,Uncharacterized,6.87E-09,0,0,1,1,0,1,1,0,1,1,0
438,Uncharacterized,6.61E-09,0,1,1,1,1,1,0,0,1,0,1
439,Uncharacterized,6.58E-09,0,0,0,0,0,0,1,0,1,1,0
440,Uncharacterized,6.56E-09,0,1,0,0,1,0,0,1,0,1,0
441,Uncharacterized,6.22E-09,1,1,1,1,1,1,0,0,1,0,0
442,Uncharacterized,6.19E-09,0,0,0,1,0,1,1,0,0,0,1
443,Uncharacterized,6.15E-09,0,0,0,1,0,0,0,0,0,1,1
444,Uncharacterized,6.07E-09,0,0,0,1,0,0,1,0,0,1,0
445,Uncharacterized,5.91E-09,0,0,1,1,1,1,1,0,0,1,0
446,Uncharacterized,5.83E-09,0,0,0,0,0,1,1,1,0,0,0
447,Uncharacterized,5.81E-09,0,0,1,0,0,0,1,0,1,0,1
448,Uncharacterized,5.79E-09,0,1,1,0,0,0,0,0,1,1,0
449,Uncharacterized,5.71E-09,0,0,1,1,1,1,0,0,1,0,1
450,Uncharacterized,5.68E-09,0,0,0,1,1,0,1,0,0,0,1
451,Uncharacterized,5.68E-09,0,1,1,1,0,0,0,0,1,1,0
452,Uncharacterized,5.62E-09,0,1,0,1,0,0,1,0,0,0,1
453,Uncharacterized,5.61E-09,0,1,0,1,0,0,1,0,0,1,1
454,Uncharacterized,5.61E-09,1,0,1,1,1,1,0,0,1,0,0
455,Uncharacterized,5.52E-09,0,0,0,0,0,0,1,1,1,0,1
456,Uncharacterized,5.33E-09,1,1,1,0,0,0,0,0,0,0,0
457,Uncharacterized,5.32E-09,0,1,1,0,1,1,0,0,1,0,1
458,Uncharacterized,5.01E-09,0,1,1,1,0,1,0,0,0,0,1
459,Uncharacterized,4.73E-09,0,0,0,1,1,1,1,0,1,0,1
460,Uncharacterized,4.57E-09,0,1,0,0,1,1,1,0,1,0,1
461,Uncharacterized,4.53E-09,1,0,0,0,1,1,1,0,1,0,1
462,Uncharacterized,4.40E-09,0,0,1,0,0,0,1,0,0,1,1
463,Uncharacterized,4.40E-09,0,0,0,1,1,1,0,0,1,0,1
464,Uncharacterized,4.40E-09,0,0,1,0,1,1,0,0,1,0,1
465,Uncharacterized,4.40E-09,1,0,0,0,1,1,0,0,1,0,1
466,Uncharacterized,4.30E-09,0,1,0,0,0,0,1,0,0,1,1
467,Uncharacterized,4.29E-09,1,0,0,1,1,1,0,0,1,0,0
468,Uncharacterized,4.29E-09,1,0,1,0,1,1,0,0,1,0,0
469,Uncharacterized,4.23E-09,0,0,0,0,0,0,0,0,1,1,1
470,Uncharacterized,4.23E-09,0,0,0,0,0,0,0,1,1,1,1
471,Uncharacterized,4.17E-09,0,0,0,1,0,0,0,1,1,0,0
472,Uncharacterized,4.17E-09,0,0,0,0,1,0,1,0,0,1,1
473,Uncharacterized,4.17E-09,0,0,1,0,0,0,0,1,1,0,0
474,Uncharacterized,4.16E-09,0,0,0,0,0,0,1,1,1,0,0
475,Uncharacterized,4.16E-09,1,0,0,0,0,0,0,1,1,0,0
476,Uncharacterized,4.15E-09,0,0,0,0,0,1,0,0,1,1,0
477,Uncharacterized,4.14E-09,0,0,0,0,1,0,0,1,0,1,1
478,Uncharacterized,4.13E-09,0,0,0,1,0,0,0,0,1,1,0
479,Uncharacterized,4.13E-09,0,0,1,0,0,0,0,0,1,1,0
480,Uncharacterized,4.12E-09,1,0,0,0,0,0,0,0,1,1,0
481,Uncharacterized,4.07E-09,0,0,0,0,0,1,0,1,1,0,0
482,Uncharacterized,4.01E-09,0,0,0,0,0,1,1,1,1,0,0
483,Uncharacterized,3.96E-09,0,1,1,1,1,1,0,0,0,0,0
484,Uncharacterized,3.89E-09,0,1,0,0,1,1,1,0,1,1,0
485,Uncharacterized,3.85E-09,0,0,0,1,0,1,1,1,1,1,1
486,Uncharacterized,3.40E-09,0,0,0,1,0,1,1,1,0,1,0
487,Uncharacterized,3.26E-09,0,0,0,1,0,1,0,1,0,1,1
488,Uncharacterized,3.06E-09,0,1,1,1,0,1,1,0,0,1,1
489,Uncharacterized,3.04E-09,0,0,0,1,0,1,1,1,0,0,1
490,Uncharacterized,3.03E-09,0,1,1,0,0,0,1,1,0,1,1
491,Uncharacterized,2.96E-09,0,1,1,1,0,1,1,1,0,0,0
492,Uncharacterized,2.86E-09,1,1,1,0,1,0,0,0,0,0,0
493,Uncharacterized,2.85E-09,0,1,1,1,1,0,0,1,0,1,0
494,Uncharacterized,2.78E-09,0,1,1,0,1,0,0,0,0,1,0
495,Uncharacterized,2.78E-09,0,0,0,1,1,0,0,0,0,1,0
496,Uncharacterized,2.78E-09,0,0,0,0,1,1,0,0,0,1,0
497,Uncharacterized,2.78E-09,0,0,0,0,1,0,1,0,0,1,0
498,Uncharacterized,2.78E-09,1,0,0,1,1,1,1,0,1,0,0
499,Uncharacterized,2.78E-09,0,0,0,0,1,0,0,1,0,1,0
500,Uncharacterized,2.78E-09,1,0,1,0,1,1,1,0,1,0,0
501,Uncharacterized,2.78E-09,0,0,1,0,1,0,0,0,0,1,0
502,Uncharacterized,2.78E-09,0,0,0,0,1,0,0,0,0,1,1
503,Uncharacterized,2.77E-09,0,1,0,0,1,0,0,0,0,1,0
504,Uncharacterized,2.77E-09,1,0,0,0,1,0,0,0,0,1,0
505,Uncharacterized,2.67E-09,0,0,0,1,0,1,1,0,1,1,0
506,Uncharacterized,2.56E-09,1,0,0,0,0,1,1,0,1,1,0
507,Uncharacterized,2.47E-09,0,1,1,0,0,1,1,1,0,1,0
508,Uncharacterized,2.40E-09,0,0,0,1,0,0,1,0,1,1,1
509,Uncharacterized,2.28E-09,0,1,1,0,0,1,0,1,0,0,1
510,Uncharacterized,2.27E-09,0,1,1,1,0,1,0,0,1,0,1
511,Uncharacterized,2.25E-09,1,0,0,0,0,0,1,0,1,1,1
512,Uncharacterized,2.24E-09,0,0,0,1,1,1,1,0,1,1,1
513,Uncharacterized,2.24E-09,1,0,0,1,0,1,1,0,1,1,1
514,Uncharacterized,2.24E-09,1,0,0,1,0,1,1,0,1,0,1
515,Uncharacterized,2.21E-09,0,1,0,1,0,1,0,0,0,0,0
516,Uncharacterized,2.15E-09,0,0,0,0,1,0,1,0,1,1,1
517,Uncharacterized,2.14E-09,1,0,0,0,1,1,1,0,1,1,1
518,Uncharacterized,2.10E-09,1,1,1,1,0,1,0,0,0,0,0
519,Uncharacterized,1.96E-09,0,0,0,1,1,0,1,0,1,0,1
520,Uncharacterized,1.87E-09,1,0,0,1,0,1,1,0,0,1,1
521,Uncharacterized,1.82E-09,0,1,0,1,0,1,1,1,0,1,0
522,Uncharacterized,1.77E-09,0,1,0,1,0,1,0,1,0,0,1
523,Uncharacterized,1.68E-09,0,1,1,0,0,1,0,1,0,1,1
524,Uncharacterized,1.64E-09,0,0,1,1,0,1,0,1,0,0,1
525,Uncharacterized,1.64E-09,0,1,1,0,0,0,0,1,0,1,0
526,Uncharacterized,1.56E-09,0,1,1,0,0,0,1,1,0,0,0
527,Uncharacterized,1.56E-09,0,1,1,0,0,1,0,1,0,0,0
528,Uncharacterized,1.56E-09,0,1,0,0,0,0,1,0,0,0,1
529,Uncharacterized,1.52E-09,0,0,1,1,0,1,0,0,1,0,1
530,Uncharacterized,1.51E-09,0,1,1,1,0,1,1,1,0,0,1
531,Uncharacterized,1.47E-09,1,0,1,1,0,1,0,0,1,0,0
532,Uncharacterized,1.41E-09,0,1,0,1,0,0,0,1,0,1,0
533,Uncharacterized,1.36E-09,0,1,0,1,0,1,0,1,0,1,1
534,Uncharacterized,1.36E-09,1,1,1,0,0,0,0,1,0,1,1
535,Uncharacterized,1.35E-09,0,1,0,1,0,0,1,1,0,0,0
536,Uncharacterized,1.35E-09,1,1,0,1,0,0,0,1,0,0,0
537,Uncharacterized,1.35E-09,0,1,0,1,0,1,0,1,0,0,0
538,Uncharacterized,1.35E-09,1,1,0,1,0,0,0,1,0,1,1
539,Uncharacterized,1.32E-09,1,1,1,1,0,1,0,1,0,0,1
540,Uncharacterized,1.31E-09,0,1,1,1,0,0,1,0,0,0,1
541,Uncharacterized,1.31E-09,0,1,1,1,1,1,0,1,1,0,0
542,Uncharacterized,1.30E-09,0,1,1,1,0,0,1,1,0,1,0
543,Uncharacterized,1.27E-09,1,1,1,0,0,0,0,1,0,0,0
544,Uncharacterized,1.25E-09,0,1,0,0,0,0,0,1,1,1,0
545,Uncharacterized,1.24E-09,0,1,1,1,0,1,0,1,0,1,0
546,Uncharacterized,1.24E-09,1,1,1,1,0,1,1,1,0,1,0
547,Uncharacterized,1.22E-09,0,1,0,0,0,1,1,1,1,1,0
548,Uncharacterized,1.19E-09,1,1,1,1,0,1,0,0,1,0,0
549,Uncharacterized,1.19E-09,1,1,1,1,0,0,1,1,0,1,1
550,Uncharacterized,1.19E-09,1,1,1,1,0,0,0,1,0,1,0
551,Uncharacterized,1.19E-09,0,1,0,1,0,0,0,0,0,0,1
552,Uncharacterized,1.14E-09,1,1,1,1,0,0,1,1,0,0,0
553,Uncharacterized,1.14E-09,1,1,1,1,0,1,0,1,0,1,1
554,Uncharacterized,1.14E-09,1,1,1,1,0,1,0,1,0,0,0
555,Uncharacterized,1.11E-09,0,1,0,0,0,1,0,1,1,0,1
556,Uncharacterized,1.08E-09,0,1,1,1,0,1,0,1,1,0,0
557,Uncharacterized,1.06E-09,1,0,1,1,0,1,1,0,0,0,0
558,Uncharacterized,1.04E-09,0,1,0,1,0,0,1,0,0,0,0
559,Uncharacterized,1.04E-09,1,1,0,1,0,0,0,0,0,0,0
560,Uncharacterized,1.00E-09,0,1,0,0,1,0,0,0,1,1,0
561,Uncharacterized,9.52E-10,1,0,0,0,1,0,1,0,1,0,1
562,Uncharacterized,9.52E-10,0,0,0,0,0,0,1,1,1,1,1
563,Uncharacterized,9.34E-10,1,1,1,1,0,0,0,0,0,0,1
564,Uncharacterized,9.30E-10,1,1,1,1,0,0,1,0,0,0,0
565,Uncharacterized,8.99E-10,0,1,1,1,1,0,1,0,0,0,0
566,Uncharacterized,8.99E-10,0,1,1,1,1,0,0,0,0,0,1
567,Uncharacterized,8.94E-10,0,1,1,1,1,1,1,0,0,0,0
568,Uncharacterized,8.56E-10,0,1,1,1,1,1,1,1,1,0,0
569,Uncharacterized,8.35E-10,0,1,0,1,0,1,1,0,0,0,0
570,Uncharacterized,8.34E-10,0,1,0,1,0,0,0,0,1,1,0
571,Uncharacterized,8.30E-10,0,1,0,0,0,0,1,0,1,1,0
572,Uncharacterized,8.29E-10,0,1,0,0,0,0,0,0,1,1,1
573,Uncharacterized,8.29E-10,0,1,0,0,0,1,0,0,1,1,0
574,Uncharacterized,8.29E-10,1,1,0,0,0,0,0,0,1,1,0
575,Uncharacterized,8.06E-10,1,1,1,1,0,1,1,0,0,0,0
576,Uncharacterized,7.94E-10,0,1,1,1,1,0,0,1,1,0,1
577,Uncharacterized,7.93E-10,0,1,1,1,1,0,1,1,1,0,0
578,Uncharacterized,7.93E-10,1,1,1,1,1,0,0,1,1,0,0
579,Uncharacterized,7.79E-10,1,1,1,1,1,0,0,0,0,0,0
580,Uncharacterized,7.70E-10,0,1,0,0,0,1,0,0,0,0,1
581,Uncharacterized,7.50E-10,0,0,1,0,0,0,1,0,0,0,1
582,Uncharacterized,7.21E-10,0,1,0,0,0,1,1,1,0,0,0
583,Uncharacterized,6.79E-10,1,1,1,1,1,1,1,0,1,0,0
584,Uncharacterized,6.75E-10,0,1,1,1,1,0,1,0,1,0,1
585,Uncharacterized,6.74E-10,0,1,1,0,1,0,1,0,1,0,1
586,Uncharacterized,6.74E-10,1,1,1,1,1,0,1,0,1,0,0
587,Uncharacterized,6.74E-10,1,1,1,1,1,0,0,0,1,0,1
588,Uncharacterized,6.61E-10,0,1,1,1,0,0,0,1,1,0,1
589,Uncharacterized,6.21E-10,1,0,1,1,1,1,1,0,1,0,0
590,Uncharacterized,6.17E-10,1,0,0,1,0,0,1,0,1,0,1
591,Uncharacterized,6.02E-10,0,1,1,0,0,0,1,1,0,0,1
592,Uncharacterized,5.87E-10,0,0,0,1,0,1,0,0,0,0,1
593,Uncharacterized,5.85E-10,1,1,0,0,0,1,1,1,0,1,0
594,Uncharacterized,5.82E-10,0,0,1,0,0,1,0,0,0,0,1
595,Uncharacterized,5.60E-10,0,1,1,1,0,1,1,0,1,0,1
596,Uncharacterized,5.29E-10,0,0,1,0,1,0,1,0,1,0,1
597,Uncharacterized,5.21E-10,0,0,1,0,0,1,1,0,1,1,0
598,Uncharacterized,5.11E-10,0,0,1,1,1,0,1,0,1,0,1
599,Uncharacterized,5.10E-10,1,0,1,1,1,0,1,0,1,0,0
600,Uncharacterized,5.10E-10,1,0,1,1,1,0,0,0,1,0,1
601,Uncharacterized,5.09E-10,1,0,0,1,1,0,1,0,1,0,0
602,Uncharacterized,5.09E-10,1,0,0,1,1,0,0,0,1,0,1
603,Uncharacterized,5.08E-10,1,0,1,0,1,0,1,0,1,0,0
604,Uncharacterized,5.08E-10,1,0,1,0,1,0,0,0,1,0,1
605,Uncharacterized,5.02E-10,0,0,1,1,0,0,1,0,1,0,1
606,Uncharacterized,5.01E-10,1,0,1,1,0,1,1,1,0,1,1
607,Uncharacterized,5.00E-10,1,1,1,0,1,1,0,0,1,0,0
608,Uncharacterized,4.95E-10,0,1,0,0,1,1,1,1,0,1,0
609,Uncharacterized,4.61E-10,0,1,0,1,1,1,0,0,1,0,1
610,Uncharacterized,4.60E-10,0,1,1,1,1,1,0,1,0,0,1
611,Uncharacterized,4.54E-10,1,1,0,0,1,1,0,0,1,0,1
612,Uncharacterized,4.54E-10,0,1,1,0,0,1,1,0,1,1,0
613,Uncharacterized,4.51E-10,1,1,0,0,0,1,0,1,0,0,1
614,Uncharacterized,4.44E-10,0,0,0,0,0,1,1,1,1,1,0
615,Uncharacterized,4.38E-10,1,0,0,0,0,1,1,0,0,0,1
616,Uncharacterized,4.35E-10,0,0,1,0,0,0,0,0,0,1,1
617,Uncharacterized,4.30E-10,0,1,0,0,1,1,0,0,0,0,1
618,Uncharacterized,3.91E-10,0,1,1,1,0,1,1,1,1,1,0
619,Uncharacterized,3.81E-10,0,0,1,1,0,0,1,1,0,0,1
620,Uncharacterized,3.78E-10,0,0,1,1,0,1,0,0,0,1,1
621,Uncharacterized,3.75E-10,1,0,1,1,0,0,0,1,0,0,1
622,Uncharacterized,3.72E-10,1,0,1,1,0,1,0,0,0,0,1
623,Uncharacterized,3.69E-10,0,1,1,1,0,0,1,1,1,0,0
624,Uncharacterized,3.69E-10,1,1,1,1,0,0,0,1,1,0,0
625,Uncharacterized,3.68E-10,0,1,1,0,1,0,0,1,0,0,1
626,Uncharacterized,3.66E-10,1,0,0,1,0,0,0,0,0,0,1
627,Uncharacterized,3.63E-10,0,0,0,0,0,0,0,1,1,1,0
628,Uncharacterized,3.45E-10,1,1,0,0,0,0,0,0,0,0,1
629,Uncharacterized,3.44E-10,0,1,1,0,1,1,1,1,0,0,0
630,Uncharacterized,3.44E-10,0,1,1,1,1,1,0,1,1,0,1
631,Uncharacterized,3.43E-10,0,1,1,0,1,1,0,1,0,0,0
632,Uncharacterized,3.43E-10,0,1,1,0,1,0,1,1,0,0,0
633,Uncharacterized,3.40E-10,1,0,0,0,0,1,1,1,1,1,1
634,Uncharacterized,3.39E-10,1,0,1,0,0,1,0,0,0,0,0
635,Uncharacterized,3.38E-10,1,0,0,1,0,1,0,0,0,0,0
636,Uncharacterized,3.31E-10,0,0,1,0,1,1,1,0,1,0,1
637,Uncharacterized,3.22E-10,0,1,1,1,0,1,0,0,0,1,0
638,Uncharacterized,3.20E-10,0,0,1,1,1,1,0,0,0,0,1
639,Uncharacterized,3.18E-10,1,1,1,0,0,1,1,1,0,1,1
640,Uncharacterized,3.16E-10,1,1,1,0,0,0,0,1,0,0,1
641,Uncharacterized,3.07E-10,1,1,0,1,0,1,1,1,0,1,1
642,Uncharacterized,3.05E-10,0,0,1,0,0,1,1,1,0,1,0
643,Uncharacterized,3.03E-10,0,1,0,1,0,0,1,1,0,0,1
644,Uncharacterized,3.02E-10,1,1,0,1,0,0,0,1,0,0,1
645,Uncharacterized,2.96E-10,1,1,0,1,1,1,0,0,1,0,0
646,Uncharacterized,2.95E-10,0,1,1,0,0,1,1,0,1,0,1
647,Uncharacterized,2.86E-10,0,1,1,0,0,0,0,1,1,0,1
648,Uncharacterized,2.80E-10,0,1,1,0,1,1,0,1,1,0,1
649,Uncharacterized,2.80E-10,0,1,1,0,1,1,0,1,0,0,1
650,Uncharacterized,2.78E-10,0,1,1,1,0,1,1,1,1,0,1
651,Uncharacterized,2.78E-10,0,1,0,0,0,0,1,1,1,0,1
652,Uncharacterized,2.78E-10,0,1,1,0,0,1,1,1,1,0,1
653,Uncharacterized,2.66E-10,0,1,1,1,0,1,1,1,1,1,1
654,Uncharacterized,2.65E-10,0,1,1,1,0,0,1,0,0,1,0
655,Uncharacterized,2.60E-10,0,1,1,0,0,0,0,0,0,1,1
656,Uncharacterized,2.57E-10,0,1,0,0,0,0,1,1,0,1,0
657,Uncharacterized,2.56E-10,0,0,0,0,0,1,1,1,1,0,1
658,Uncharacterized,2.55E-10,1,0,1,1,1,1,0,0,0,0,0
659,Uncharacterized,2.49E-10,1,1,0,0,0,1,1,0,0,0,0
660,Uncharacterized,2.49E-10,0,1,0,1,0,1,1,0,0,1,0
661,Uncharacterized,2.47E-10,1,0,1,1,0,0,0,0,0,1,1
662,Uncharacterized,2.46E-10,0,1,0,0,0,1,0,1,0,1,0
663,Uncharacterized,2.46E-10,1,1,0,0,0,0,1,1,0,1,1
664,Uncharacterized,2.43E-10,1,0,1,0,0,0,0,0,0,0,1
665,Uncharacterized,2.43E-10,0,1,0,1,0,1,1,0,1,0,1
666,Uncharacterized,2.43E-10,1,0,0,1,0,1,1,0,0,1,0
667,Uncharacterized,2.43E-10,1,0,1,0,0,1,1,0,0,1,0
668,Uncharacterized,2.43E-10,0,1,1,1,0,0,0,1,1,1,0
669,Uncharacterized,2.40E-10,1,1,0,0,0,0,1,1,0,0,1
670,Uncharacterized,2.37E-10,0,0,1,1,0,1,1,1,0,0,0
671,Uncharacterized,2.36E-10,1,1,0,0,0,1,1,0,1,0,1
672,Uncharacterized,2.31E-10,0,0,1,1,0,1,1,0,0,0,1
673,Uncharacterized,2.31E-10,0,0,1,0,0,1,0,0,0,1,0
674,Uncharacterized,2.31E-10,0,0,0,1,0,1,0,0,0,1,0
675,Uncharacterized,2.29E-10,0,1,1,1,0,0,1,0,0,1,1
676,Uncharacterized,2.28E-10,0,1,1,1,1,1,1,1,0,1,0
677,Uncharacterized,2.27E-10,0,1,0,1,0,0,0,0,0,1,0
678,Uncharacterized,2.26E-10,0,0,1,0,0,0,1,0,0,1,0
679,Uncharacterized,2.26E-10,0,0,0,1,0,0,0,1,0,1,0
680,Uncharacterized,2.26E-10,0,0,1,0,0,0,0,1,0,1,0
681,Uncharacterized,2.22E-10,1,1,0,0,0,1,0,1,0,1,1
682,Uncharacterized,2.22E-10,0,1,1,0,1,1,0,1,1,0,0
683,Uncharacterized,2.21E-10,0,0,1,0,0,1,0,1,0,0,0
684,Uncharacterized,2.21E-10,0,0,0,1,0,1,0,1,0,0,0
685,Uncharacterized,2.21E-10,1,0,0,1,0,0,1,0,0,0,0
686,Uncharacterized,2.20E-10,1,1,0,0,0,0,0,1,0,1,0
687,Uncharacterized,2.20E-10,0,0,1,0,0,1,0,1,0,1,1
688,Uncharacterized,2.18E-10,0,1,1,0,0,1,0,0,0,0,1
689,Uncharacterized,2.18E-10,1,0,0,1,0,0,0,1,0,1,1
690,Uncharacterized,2.17E-10,1,0,1,0,0,0,0,1,0,1,1
691,Uncharacterized,2.16E-10,0,0,0,1,0,0,1,1,0,0,0
692,Uncharacterized,2.16E-10,0,1,1,0,0,1,0,0,1,0,1
693,Uncharacterized,2.16E-10,0,0,1,0,0,0,1,1,0,0,0
694,Uncharacterized,2.16E-10,1,0,0,1,0,0,0,1,0,0,0
695,Uncharacterized,2.16E-10,1,0,1,0,0,0,0,1,0,0,0
696,Uncharacterized,2.16E-10,1,0,1,0,0,0,1,0,0,0,0
697,Uncharacterized,2.16E-10,1,1,1,0,1,1,1,0,1,0,0
698,Uncharacterized,2.14E-10,1,0,1,0,0,0,0,0,0,1,0
699,Uncharacterized,2.14E-10,1,0,0,1,0,0,0,0,0,1,0
700,Uncharacterized,2.13E-10,1,1,0,0,0,1,0,0,0,0,0
701,Uncharacterized,2.11E-10,0,1,0,1,1,0,0,1,0,0,1
702,Uncharacterized,2.11E-10,1,1,0,0,0,0,1,0,0,0,0
703,Uncharacterized,2.11E-10,1,0,0,0,0,1,0,0,0,0,1
704,Uncharacterized,2.11E-10,1,1,0,0,0,1,0,1,0,0,0
705,Uncharacterized,2.11E-10,1,1,0,0,0,0,1,1,0,0,0
706,Uncharacterized,2.07E-10,0,0,1,1,0,1,1,0,1,0,1
707,Uncharacterized,2.05E-10,0,0,0,1,0,1,0,0,1,0,1
