cdx2,pbx1,gata6,e2f4,tdgf1,foxa2,sox17,oct4foxd3,foxa1,afp,sumo1,gata4,pias1,prdm14,lmcd1,t,csh1,gata2,piasy,gata3,hcga,camp,sp1,hcgb,sp3,bmp2k,bmp2,hnf4a,bcat,cebp,foxo1a,lef1,lef1bcat,mad,mx,mx,myc,tcf3,mycmx,mycsp1,nfya,sall4,znf206,nanog,oct,oct4sox2,sox2,zic3,klf4,foxd3,zfp42,gdf3
0.08,0.35,1.05,0,0.9,0.82,0.25,0.65,0.76,0.59,0.35,0.17,0,0.9,0.85,0.65,0.07,1.12,0,0.03,0.39,0,0.82,0.66,0.87,0.09,0.24,0.33,0,0.59,0.9,0.08,0,0,0,0,0.82,0,0.3,0.6,0.22,0.56,0.35,1.23,1.06,0.55,0.56,0.56,0.9,0.9,0.68,0.22,4990 (99.8%)
1.35,0,2.17,0,0,1.17,1,0,0.8,0.64,0,1,0,0,0.5,2,0.5,2,0,0.5,1.05,0,0.82,1.13,1,0.1,1,0.37,0,0.59,0,1,0.33,0,0,0,0.58,0,0.23,0.53,0,0.33,0,0.01,0.02,0,0,0,0,0,0,0,10 (0.2%)
