CDX2,PBX1,GATA6,E2F4,TDGF1,FOXA2,SOX17,OCT4FOXD3,FOXA1,AFP,SUMO1,GATA4,PIAS1,PRDM14,LMCD1,T,CSH1,GATA2,PIASy,GATA3,hCGa,cAMP,SP1,hCGb,SP3,BMP2K,BMP2,HNF4A,bCAT,CEBP,FOXO1A,LEF1,LEF1bCat,Mad,MadMax,MAX,MYC,TCF3,MycMax,MYCSP1,NFYA,SALL4,ZNF206,NANOG,OCT,OCT4Sox2,SOX2,ZIC3,KLF4,FOXD3,ZFP42,GDF3
0.08,0.35,1.05,0,0.9,0.82,0.25,0.65,0.76,0.59,0.35,0.17,0,0.9,0.85,0.65,0.07,1.12,0,0.03,0.39,0,0.82,0.66,0.87,0.09,0.24,0.33,0,0.59,0.9,0.08,0,0,0,0,0.82,0,0.3,0.6,0.22,0.56,0.35,1.23,1.06,0.55,0.56,0.56,0.9,0.9,0.68,0.22,199 (99.5 %)
1.35,0,2.17,0,0,1.17,1,0,0.8,0.64,0,1,0,0,0.5,2,0.5,2,0,0.5,1.05,0,0.82,1.13,1,0.1,1,0.37,0,0.59,0,1,0.33,0,0,0,0.58,0,0.23,0.53,0,0.33,0,0.01,0.02,0,0,0,0,0,0,0,1 (0.5 %)
