Attractor, Associated Cell Fate,Probability,cln3,mbf,sbf,cln12,cdh1,swi5,cdc20,clb56,sic1,clb12,mcm1
355,Uncharacterized,2.72E-12,0,0,1,0,1,1,0,0,0,1,0
356,Uncharacterized,5.73E-15,0,0,1,0,1,1,0,0,0,1,1
357,Uncharacterized,4.26E-06,0,0,1,0,1,1,0,0,1,0,0
358,Uncharacterized,4.37E-09,0,0,1,0,1,1,0,0,1,0,1
359,Uncharacterized,9.04E-12,0,0,1,0,1,1,0,0,1,1,0
360,Uncharacterized,1.60E-14,0,0,1,0,1,1,0,0,1,1,1
361,Uncharacterized,5.81E-11,0,0,1,0,1,1,0,1,0,0,0
362,Uncharacterized,2.09E-13,0,0,1,0,1,1,0,1,0,0,1
363,Uncharacterized,2.73E-15,0,0,1,0,1,1,0,1,0,1,0
364,Uncharacterized,3.87E-15,0,0,1,0,1,1,0,1,0,1,1
365,Uncharacterized,3.87E-11,0,0,1,0,1,1,0,1,1,0,0
366,Uncharacterized,1.87E-13,0,0,1,0,1,1,0,1,1,0,1
367,Uncharacterized,4.09E-16,0,0,1,0,1,1,0,1,1,1,0
368,Uncharacterized,7.64E-18,0,0,1,0,1,1,0,1,1,1,1
369,Uncharacterized,5.86E-08,0,0,1,0,1,1,1,0,0,0,0
370,Uncharacterized,2.97E-12,0,0,1,0,1,1,1,0,0,0,1
371,Uncharacterized,1.74E-10,0,0,1,0,1,1,1,0,0,1,0
372,Uncharacterized,5.36E-12,0,0,1,0,1,1,1,0,0,1,1
373,Uncharacterized,2.73E-06,0,0,1,0,1,1,1,0,1,0,0
374,Uncharacterized,3.21E-10,0,0,1,0,1,1,1,0,1,0,1
375,Uncharacterized,1.32E-10,0,0,1,0,1,1,1,0,1,1,0
376,Uncharacterized,9.60E-11,0,0,1,0,1,1,1,0,1,1,1
377,Uncharacterized,5.82E-11,0,0,1,0,1,1,1,1,0,0,0
378,Uncharacterized,2.90E-15,0,0,1,0,1,1,1,1,0,0,1
379,Uncharacterized,1.77E-13,0,0,1,0,1,1,1,1,0,1,0
380,Uncharacterized,3.12E-12,0,0,1,0,1,1,1,1,0,1,1
381,Uncharacterized,2.52E-11,0,0,1,0,1,1,1,1,1,0,0
382,Uncharacterized,1.60E-15,0,0,1,0,1,1,1,1,1,0,1
383,Uncharacterized,1.97E-15,0,0,1,0,1,1,1,1,1,1,0
384,Uncharacterized,5.06E-15,0,0,1,0,1,1,1,1,1,1,1
385,Uncharacterized,0.11506355,0,0,1,1,0,0,0,0,0,0,0
386,Uncharacterized,0.000115243,0,0,1,1,0,0,0,0,0,0,1
387,Uncharacterized,0.000114493,0,0,1,1,0,0,0,0,0,1,0
388,Uncharacterized,2.30E-07,0,0,1,1,0,0,0,0,0,1,1
389,Uncharacterized,9.08E-05,0,0,1,1,0,0,0,0,1,0,0
390,Uncharacterized,9.09E-08,0,0,1,1,0,0,0,0,1,0,1
391,Uncharacterized,9.48E-09,0,0,1,1,0,0,0,0,1,1,0
392,Uncharacterized,9.51E-12,0,0,1,1,0,0,0,0,1,1,1
393,Uncharacterized,0.000115705,0,0,1,1,0,0,0,1,0,0,0
394,Uncharacterized,3.59E-07,0,0,1,1,0,0,0,1,0,0,1
395,Uncharacterized,1.21E-07,0,0,1,1,0,0,0,1,0,1,0
396,Uncharacterized,0.000116255,0,0,1,1,0,0,0,1,0,1,1
397,Uncharacterized,1.01E-08,0,0,1,1,0,0,0,1,1,0,0
398,Uncharacterized,1.31E-11,0,0,1,1,0,0,0,1,1,0,1
399,Uncharacterized,6.30E-12,0,0,1,1,0,0,0,1,1,1,0
400,Uncharacterized,1.49E-11,0,0,1,1,0,0,0,1,1,1,1
401,Uncharacterized,0.000115179,0,0,1,1,0,0,1,0,0,0,0
402,Uncharacterized,2.35E-07,0,0,1,1,0,0,1,0,0,0,1
403,Uncharacterized,1.20E-07,0,0,1,1,0,0,1,0,0,1,0
404,Uncharacterized,1.20E-07,0,0,1,1,0,0,1,0,0,1,1
405,Uncharacterized,9.09E-08,0,0,1,1,0,0,1,0,1,0,0
406,Uncharacterized,4.64E-10,0,0,1,1,0,0,1,0,1,0,1
407,Uncharacterized,1.06E-11,0,0,1,1,0,0,1,0,1,1,0
408,Uncharacterized,2.52E-13,0,0,1,1,0,0,1,0,1,1,1
409,Uncharacterized,1.16E-07,0,0,1,1,0,0,1,1,0,0,0
410,Uncharacterized,3.65E-10,0,0,1,1,0,0,1,1,0,0,1
411,Uncharacterized,1.35E-10,0,0,1,1,0,0,1,1,0,1,0
412,Uncharacterized,2.90E-07,0,0,1,1,0,0,1,1,0,1,1
413,Uncharacterized,1.01E-11,0,0,1,1,0,0,1,1,1,0,0
414,Uncharacterized,3.48E-14,0,0,1,1,0,0,1,1,1,0,1
415,Uncharacterized,7.65E-15,0,0,1,1,0,0,1,1,1,1,0
416,Uncharacterized,1.84E-14,0,0,1,1,0,0,1,1,1,1,1
417,Uncharacterized,0.000229244,0,0,1,1,0,1,0,0,0,0,0
418,Uncharacterized,3.45E-07,0,0,1,1,0,1,0,0,0,0,1
419,Uncharacterized,1.25E-07,0,0,1,1,0,1,0,0,0,1,0
420,Uncharacterized,3.51E-10,0,0,1,1,0,1,0,0,0,1,1
421,Uncharacterized,1.42E-06,0,0,1,1,0,1,0,0,1,0,0
422,Uncharacterized,1.47E-09,0,0,1,1,0,1,0,0,1,0,1
423,Uncharacterized,6.19E-11,0,0,1,1,0,1,0,0,1,1,0
424,Uncharacterized,8.31E-14,0,0,1,1,0,1,0,0,1,1,1
425,Uncharacterized,1.21E-07,0,0,1,1,0,1,0,1,0,0,0
426,Uncharacterized,1.61E-09,0,0,1,1,0,1,0,1,0,0,1
427,Uncharacterized,1.26E-10,0,0,1,1,0,1,0,1,0,1,0
428,Uncharacterized,1.16E-07,0,0,1,1,0,1,0,1,0,1,1
429,Uncharacterized,6.27E-11,0,0,1,1,0,1,0,1,1,0,0
430,Uncharacterized,1.92E-13,0,0,1,1,0,1,0,1,1,0,1
431,Uncharacterized,8.44E-15,0,0,1,1,0,1,0,1,1,1,0
432,Uncharacterized,9.89E-15,0,0,1,1,0,1,0,1,1,1,1
433,Uncharacterized,1.05E-06,0,0,1,1,0,1,1,0,0,0,0
434,Uncharacterized,2.24E-10,0,0,1,1,0,1,1,0,0,0,1
435,Uncharacterized,0.000115131,0,0,1,1,0,1,1,0,0,1,0
436,Uncharacterized,6.94E-09,0,0,1,1,0,1,1,0,0,1,1
437,Uncharacterized,8.66E-08,0,0,1,1,0,1,1,0,1,0,0
438,Uncharacterized,2.00E-10,0,0,1,1,0,1,1,0,1,0,1
439,Uncharacterized,6.38E-09,0,0,1,1,0,1,1,0,1,1,0
440,Uncharacterized,1.96E-10,0,0,1,1,0,1,1,0,1,1,1
441,Uncharacterized,2.26E-10,0,0,1,1,0,1,1,1,0,0,0
442,Uncharacterized,1.99E-12,0,0,1,1,0,1,1,1,0,0,1
443,Uncharacterized,1.17E-07,0,0,1,1,0,1,1,1,0,1,0
444,Uncharacterized,4.83E-07,0,0,1,1,0,1,1,1,0,1,1
445,Uncharacterized,4.02E-12,0,0,1,1,0,1,1,1,1,0,0
446,Uncharacterized,2.78E-13,0,0,1,1,0,1,1,1,1,0,1
447,Uncharacterized,6.68E-12,0,0,1,1,0,1,1,1,1,1,0
448,Uncharacterized,3.21E-12,0,0,1,1,0,1,1,1,1,1,1
449,Uncharacterized,6.38E-05,0,0,1,1,1,0,0,0,0,0,0
450,Uncharacterized,6.38E-08,0,0,1,1,1,0,0,0,0,0,1
451,Uncharacterized,8.01E-09,0,0,1,1,1,0,0,0,0,1,0
452,Uncharacterized,8.03E-12,0,0,1,1,1,0,0,0,0,1,1
453,Uncharacterized,0.000541296,0,0,1,1,1,0,0,0,1,0,0
454,Uncharacterized,5.42E-07,0,0,1,1,1,0,0,0,1,0,1
455,Uncharacterized,1.07E-11,0,0,1,1,1,0,0,0,1,1,0
456,Uncharacterized,1.07E-14,0,0,1,1,1,0,0,0,1,1,1
457,Uncharacterized,1.22E-07,0,0,1,1,1,0,0,1,0,0,0
458,Uncharacterized,1.24E-10,0,0,1,1,1,0,0,1,0,0,1
459,Uncharacterized,1.08E-11,0,0,1,1,1,0,0,1,0,1,0
460,Uncharacterized,9.25E-12,0,0,1,1,1,0,0,1,0,1,1
461,Uncharacterized,2.55E-08,0,0,1,1,1,0,0,1,1,0,0
462,Uncharacterized,2.55E-11,0,0,1,1,1,0,0,1,1,0,1
463,Uncharacterized,1.17E-14,0,0,1,1,1,0,0,1,1,1,0
464,Uncharacterized,4.29E-16,0,0,1,1,1,0,0,1,1,1,1
465,Uncharacterized,6.38E-08,0,0,1,1,1,0,1,0,0,0,0
466,Uncharacterized,6.93E-11,0,0,1,1,1,0,1,0,0,0,1
467,Uncharacterized,8.28E-12,0,0,1,1,1,0,1,0,0,1,0
468,Uncharacterized,1.80E-14,0,0,1,1,1,0,1,0,0,1,1
469,Uncharacterized,5.42E-07,0,0,1,1,1,0,1,0,1,0,0
470,Uncharacterized,5.43E-10,0,0,1,1,1,0,1,0,1,0,1
471,Uncharacterized,1.29E-14,0,0,1,1,1,0,1,0,1,1,0
472,Uncharacterized,2.18E-16,0,0,1,1,1,0,1,0,1,1,1
473,Uncharacterized,1.22E-10,0,0,1,1,1,0,1,1,0,0,0
474,Uncharacterized,1.25E-13,0,0,1,1,1,0,1,1,0,0,1
475,Uncharacterized,1.11E-14,0,0,1,1,1,0,1,1,0,1,0
476,Uncharacterized,9.57E-15,0,0,1,1,1,0,1,1,0,1,1
477,Uncharacterized,2.55E-11,0,0,1,1,1,0,1,1,1,0,0
478,Uncharacterized,2.56E-14,0,0,1,1,1,0,1,1,1,0,1
479,Uncharacterized,1.28E-17,0,0,1,1,1,0,1,1,1,1,0
480,Uncharacterized,4.72E-19,0,0,1,1,1,0,1,1,1,1,1
481,Uncharacterized,2.42E-07,0,0,1,1,1,1,0,0,0,0,0
482,Uncharacterized,3.06E-10,0,0,1,1,1,1,0,0,0,0,1
483,Uncharacterized,1.35E-11,0,0,1,1,1,1,0,0,0,1,0
484,Uncharacterized,2.14E-14,0,0,1,1,1,1,0,0,0,1,1
485,Uncharacterized,5.63E-06,0,0,1,1,1,1,0,0,1,0,0
486,Uncharacterized,5.74E-09,0,0,1,1,1,1,0,0,1,0,1
487,Uncharacterized,1.43E-11,0,0,1,1,1,1,0,0,1,1,0
488,Uncharacterized,1.69E-14,0,0,1,1,1,1,0,0,1,1,1
489,Uncharacterized,1.30E-10,0,0,1,1,1,1,0,1,0,0,0
490,Uncharacterized,5.33E-13,0,0,1,1,1,1,0,1,0,0,1
491,Uncharacterized,1.13E-14,0,0,1,1,1,1,0,1,0,1,0
492,Uncharacterized,9.45E-15,0,0,1,1,1,1,0,1,0,1,1
493,Uncharacterized,4.80E-11,0,0,1,1,1,1,0,1,1,0,0
494,Uncharacterized,3.91E-13,0,0,1,1,1,1,0,1,1,0,1
495,Uncharacterized,6.62E-16,0,0,1,1,1,1,0,1,1,1,0
496,Uncharacterized,1.68E-17,0,0,1,1,1,1,0,1,1,1,1
497,Uncharacterized,5.89E-08,0,0,1,1,1,1,1,0,0,0,0
498,Uncharacterized,2.81E-12,0,0,1,1,1,1,1,0,0,0,1
499,Uncharacterized,5.50E-09,0,0,1,1,1,1,1,0,0,1,0
500,Uncharacterized,3.41E-13,0,0,1,1,1,1,1,0,0,1,1
501,Uncharacterized,6.49E-07,0,0,1,1,1,1,1,0,1,0,0
502,Uncharacterized,3.07E-11,0,0,1,1,1,1,1,0,1,0,1
503,Uncharacterized,3.13E-11,0,0,1,1,1,1,1,0,1,1,0
504,Uncharacterized,1.97E-13,0,0,1,1,1,1,1,0,1,1,1
505,Uncharacterized,1.17E-10,0,0,1,1,1,1,1,1,0,0,0
506,Uncharacterized,5.81E-15,0,0,1,1,1,1,1,1,0,0,1
507,Uncharacterized,5.73E-12,0,0,1,1,1,1,1,1,0,1,0
508,Uncharacterized,2.67E-12,0,0,1,1,1,1,1,1,0,1,1
509,Uncharacterized,2.58E-11,0,0,1,1,1,1,1,1,1,0,0
510,Uncharacterized,1.56E-15,0,0,1,1,1,1,1,1,1,0,1
511,Uncharacterized,2.87E-15,0,0,1,1,1,1,1,1,1,1,0
512,Uncharacterized,3.04E-16,0,0,1,1,1,1,1,1,1,1,1
513,Uncharacterized,0.000194478,0,1,0,0,0,0,0,0,0,0,0
514,Uncharacterized,3.26E-07,0,1,0,0,0,0,0,0,0,0,1
515,Uncharacterized,8.32E-08,0,1,0,0,0,0,0,0,0,1,0
516,Uncharacterized,9.00E-09,0,1,0,0,0,0,0,0,0,1,1
517,Uncharacterized,0.014167835,0,1,0,0,0,0,0,0,1,0,0
518,Uncharacterized,1.42E-05,0,1,0,0,0,0,0,0,1,0,1
519,Uncharacterized,6.40E-07,0,1,0,0,0,0,0,0,1,1,0
520,Uncharacterized,6.41E-10,0,1,0,0,0,0,0,0,1,1,1
521,Uncharacterized,0.00019388,0,1,0,0,0,0,0,1,0,0,0
522,Uncharacterized,0.000236581,0,1,0,0,0,0,0,1,0,0,1
523,Uncharacterized,2.03E-07,0,1,0,0,0,0,0,1,0,1,0
524,Uncharacterized,0.000194251,0,1,0,0,0,0,0,1,0,1,1
525,Uncharacterized,1.45E-05,0,1,0,0,0,0,0,1,1,0,0
526,Uncharacterized,1.31E-07,0,1,0,0,0,0,0,1,1,0,1
527,Uncharacterized,1.02E-09,0,1,0,0,0,0,0,1,1,1,0
528,Uncharacterized,8.96E-09,0,1,0,0,0,0,0,1,1,1,1
529,Uncharacterized,1.95E-07,0,1,0,0,0,0,1,0,0,0,0
530,Uncharacterized,1.31E-09,0,1,0,0,0,0,1,0,0,0,1
531,Uncharacterized,8.85E-11,0,1,0,0,0,0,1,0,0,1,0
532,Uncharacterized,3.87E-09,0,1,0,0,0,0,1,0,0,1,1
533,Uncharacterized,1.42E-05,0,1,0,0,0,0,1,0,1,0,0
534,Uncharacterized,1.97E-08,0,1,0,0,0,0,1,0,1,0,1
535,Uncharacterized,6.41E-10,0,1,0,0,0,0,1,0,1,1,0
536,Uncharacterized,1.02E-10,0,1,0,0,0,0,1,0,1,1,1
537,Uncharacterized,1.94E-07,0,1,0,0,0,0,1,1,0,0,0
538,Uncharacterized,2.37E-07,0,1,0,0,0,0,1,1,0,0,1
539,Uncharacterized,2.38E-10,0,1,0,0,0,0,1,1,0,1,0
540,Uncharacterized,4.15E-07,0,1,0,0,0,0,1,1,0,1,1
541,Uncharacterized,1.45E-08,0,1,0,0,0,0,1,1,1,0,0
542,Uncharacterized,2.70E-10,0,1,0,0,0,0,1,1,1,0,1
543,Uncharacterized,1.76E-12,0,1,0,0,0,0,1,1,1,1,0
544,Uncharacterized,1.58E-11,0,1,0,0,0,0,1,1,1,1,1
545,Uncharacterized,1.96E-07,0,1,0,0,0,1,0,0,0,0,0
546,Uncharacterized,7.18E-10,0,1,0,0,0,1,0,0,0,0,1
547,Uncharacterized,8.85E-11,0,1,0,0,0,1,0,0,0,1,0
548,Uncharacterized,1.45E-11,0,1,0,0,0,1,0,0,0,1,1
549,Uncharacterized,1.42E-05,0,1,0,0,0,1,0,0,1,0,0
550,Uncharacterized,4.32E-08,0,1,0,0,0,1,0,0,1,0,1
551,Uncharacterized,6.40E-10,0,1,0,0,0,1,0,0,1,1,0
552,Uncharacterized,6.54E-12,0,1,0,0,0,1,0,0,1,1,1
553,Uncharacterized,1.94E-07,0,1,0,0,0,1,0,1,0,0,0
554,Uncharacterized,4.31E-07,0,1,0,0,0,1,0,1,0,0,1
555,Uncharacterized,2.28E-10,0,1,0,0,0,1,0,1,0,1,0
556,Uncharacterized,2.05E-07,0,1,0,0,0,1,0,1,0,1,1
557,Uncharacterized,1.43E-08,0,1,0,0,0,1,0,1,1,0,0
558,Uncharacterized,1.06E-09,0,1,0,0,0,1,0,1,1,0,1
559,Uncharacterized,9.71E-13,0,1,0,0,0,1,0,1,1,1,0
560,Uncharacterized,9.34E-11,0,1,0,0,0,1,0,1,1,1,1
561,Uncharacterized,2.33E-07,0,1,0,0,0,1,1,0,0,0,0
562,Uncharacterized,1.44E-10,0,1,0,0,0,1,1,0,0,0,1
563,Uncharacterized,1.11E-07,0,1,0,0,0,1,1,0,0,1,0
564,Uncharacterized,1.08E-07,0,1,0,0,0,1,1,0,0,1,1
565,Uncharacterized,1.43E-05,0,1,0,0,0,1,1,0,1,0,0
566,Uncharacterized,2.34E-07,0,1,0,0,0,1,1,0,1,0,1
567,Uncharacterized,1.46E-08,0,1,0,0,0,1,1,0,1,1,0
568,Uncharacterized,9.64E-08,0,1,0,0,0,1,1,0,1,1,1
569,Uncharacterized,6.97E-10,0,1,0,0,0,1,1,1,0,0,0
570,Uncharacterized,8.35E-08,0,1,0,0,0,1,1,1,0,0,1
571,Uncharacterized,5.62E-07,0,1,0,0,0,1,1,1,0,1,0
572,Uncharacterized,0.000236948,0,1,0,0,0,1,1,1,0,1,1
573,Uncharacterized,1.43E-08,0,1,0,0,0,1,1,1,1,0,0
574,Uncharacterized,1.38E-07,0,1,0,0,0,1,1,1,1,0,1
575,Uncharacterized,1.15E-09,0,1,0,0,0,1,1,1,1,1,0
576,Uncharacterized,9.57E-08,0,1,0,0,0,1,1,1,1,1,1
577,Uncharacterized,0.000140958,0,1,0,0,1,0,0,0,0,0,0
578,Uncharacterized,1.41E-07,0,1,0,0,1,0,0,0,0,0,1
579,Uncharacterized,2.70E-09,0,1,0,0,1,0,0,0,0,1,0
580,Uncharacterized,3.11E-12,0,1,0,0,1,0,0,0,0,1,1
581,Uncharacterized,0.083361861,0,1,0,0,1,0,0,0,1,0,0
582,Uncharacterized,8.34E-05,0,1,0,0,1,0,0,0,1,0,1
583,Uncharacterized,8.17E-10,0,1,0,0,1,0,0,0,1,1,0
584,Uncharacterized,8.18E-13,0,1,0,0,1,0,0,0,1,1,1
585,Uncharacterized,0.000139974,0,1,0,0,1,0,0,1,0,0,0
586,Uncharacterized,1.51E-07,0,1,0,0,1,0,0,1,0,0,1
587,Uncharacterized,6.54E-09,0,1,0,0,1,0,0,1,0,1,0
588,Uncharacterized,8.77E-09,0,1,0,0,1,0,0,1,0,1,1
589,Uncharacterized,8.32E-05,0,1,0,0,1,0,0,1,1,0,0
590,Uncharacterized,8.34E-08,0,1,0,0,1,0,0,1,1,0,1
591,Uncharacterized,1.41E-11,0,1,0,0,1,0,0,1,1,1,0
592,Uncharacterized,4.27E-13,0,1,0,0,1,0,0,1,1,1,1
593,Uncharacterized,1.41E-07,0,1,0,0,1,0,1,0,0,0,0
594,Uncharacterized,1.41E-10,0,1,0,0,1,0,1,0,0,0,1
595,Uncharacterized,2.71E-12,0,1,0,0,1,0,1,0,0,1,0
596,Uncharacterized,1.77E-13,0,1,0,0,1,0,1,0,0,1,1
597,Uncharacterized,8.34E-05,0,1,0,0,1,0,1,0,1,0,0
598,Uncharacterized,8.36E-08,0,1,0,0,1,0,1,0,1,0,1
599,Uncharacterized,1.02E-12,0,1,0,0,1,0,1,0,1,1,0
600,Uncharacterized,9.75E-14,0,1,0,0,1,0,1,0,1,1,1
601,Uncharacterized,1.40E-07,0,1,0,0,1,0,1,1,0,0,0
602,Uncharacterized,1.51E-10,0,1,0,0,1,0,1,1,0,0,1
603,Uncharacterized,6.56E-12,0,1,0,0,1,0,1,1,0,1,0
604,Uncharacterized,9.33E-12,0,1,0,0,1,0,1,1,0,1,1
605,Uncharacterized,8.33E-08,0,1,0,0,1,0,1,1,1,0,0
606,Uncharacterized,8.34E-11,0,1,0,0,1,0,1,1,1,0,1
607,Uncharacterized,1.55E-14,0,1,0,0,1,0,1,1,1,1,0
608,Uncharacterized,4.34E-15,0,1,0,0,1,0,1,1,1,1,1
609,Uncharacterized,1.46E-07,0,1,0,0,1,1,0,0,0,0,0
610,Uncharacterized,4.30E-10,0,1,0,0,1,1,0,0,0,0,1
611,Uncharacterized,2.71E-12,0,1,0,0,1,1,0,0,0,1,0
612,Uncharacterized,1.29E-14,0,1,0,0,1,1,0,0,0,1,1
613,Uncharacterized,0.000284926,0,1,0,0,1,1,0,0,1,0,0
614,Uncharacterized,4.52E-07,0,1,0,0,1,1,0,0,1,0,1
615,Uncharacterized,2.94E-11,0,1,0,0,1,1,0,0,1,1,0
616,Uncharacterized,4.43E-14,0,1,0,0,1,1,0,0,1,1,1
617,Uncharacterized,1.40E-07,0,1,0,0,1,1,0,1,0,0,0
618,Uncharacterized,1.39E-07,0,1,0,0,1,1,0,1,0,0,1
619,Uncharacterized,6.56E-12,0,1,0,0,1,1,0,1,0,1,0
620,Uncharacterized,1.60E-11,0,1,0,0,1,1,0,1,0,1,1
621,Uncharacterized,9.26E-08,0,1,0,0,1,1,0,1,1,0,0
622,Uncharacterized,1.40E-07,0,1,0,0,1,1,0,1,1,0,1
623,Uncharacterized,2.80E-14,0,1,0,0,1,1,0,1,1,1,0
624,Uncharacterized,6.41E-12,0,1,0,0,1,1,0,1,1,1,1
625,Uncharacterized,1.42E-07,0,1,0,0,1,1,1,0,0,0,0
626,Uncharacterized,7.08E-12,0,1,0,0,1,1,1,0,0,0,1
627,Uncharacterized,1.72E-10,0,1,0,0,1,1,1,0,0,1,0
628,Uncharacterized,6.10E-12,0,1,0,0,1,1,1,0,0,1,1
629,Uncharacterized,8.65E-05,0,1,0,0,1,1,1,0,1,0,0
630,Uncharacterized,4.62E-09,0,1,0,0,1,1,1,0,1,0,1
631,Uncharacterized,3.94E-09,0,1,0,0,1,1,1,0,1,1,0
632,Uncharacterized,9.66E-11,0,1,0,0,1,1,1,0,1,1,1
633,Uncharacterized,1.40E-07,0,1,0,0,1,1,1,1,0,0,0
634,Uncharacterized,1.66E-10,0,1,0,0,1,1,1,1,0,0,1
635,Uncharacterized,4.76E-10,0,1,0,0,1,1,1,1,0,1,0
636,Uncharacterized,1.10E-08,0,1,0,0,1,1,1,1,0,1,1
637,Uncharacterized,8.41E-08,0,1,0,0,1,1,1,1,1,0,0
638,Uncharacterized,1.81E-10,0,1,0,0,1,1,1,1,1,0,1
639,Uncharacterized,5.49E-12,0,1,0,0,1,1,1,1,1,1,0
640,Uncharacterized,8.39E-11,0,1,0,0,1,1,1,1,1,1,1
641,Uncharacterized,1.04E-06,0,1,0,1,0,0,0,0,0,0,0
642,Uncharacterized,1.18E-09,0,1,0,1,0,0,0,0,0,0,1
643,Uncharacterized,2.08E-10,0,1,0,1,0,0,0,0,0,1,0
644,Uncharacterized,6.05E-11,0,1,0,1,0,0,0,0,0,1,1
645,Uncharacterized,1.43E-05,0,1,0,1,0,0,0,0,1,0,0
646,Uncharacterized,1.43E-08,0,1,0,1,0,0,0,0,1,0,1
647,Uncharacterized,6.45E-10,0,1,0,1,0,0,0,0,1,1,0
648,Uncharacterized,6.46E-13,0,1,0,1,0,0,0,0,1,1,1
649,Uncharacterized,1.32E-06,0,1,0,1,0,0,0,1,0,0,0
650,Uncharacterized,2.97E-07,0,1,0,1,0,0,0,1,0,0,1
651,Uncharacterized,1.38E-09,0,1,0,1,0,0,0,1,0,1,0
652,Uncharacterized,1.32E-06,0,1,0,1,0,0,0,1,0,1,1
653,Uncharacterized,1.48E-08,0,1,0,1,0,0,0,1,1,0,0
654,Uncharacterized,1.32E-10,0,1,0,1,0,0,0,1,1,0,1
655,Uncharacterized,1.25E-12,0,1,0,1,0,0,0,1,1,1,0
656,Uncharacterized,9.10E-12,0,1,0,1,0,0,0,1,1,1,1
657,Uncharacterized,1.04E-09,0,1,0,1,0,0,1,0,0,0,0
658,Uncharacterized,5.23E-09,0,1,0,1,0,0,1,0,0,0,1
659,Uncharacterized,4.65E-13,0,1,0,1,0,0,1,0,0,1,0
660,Uncharacterized,5.21E-09,0,1,0,1,0,0,1,0,0,1,1
661,Uncharacterized,1.43E-08,0,1,0,1,0,0,1,0,1,0,0
662,Uncharacterized,4.06E-11,0,1,0,1,0,0,1,0,1,0,1
663,Uncharacterized,6.47E-13,0,1,0,1,0,0,1,0,1,1,0
664,Uncharacterized,1.08E-13,0,1,0,1,0,0,1,0,1,1,1
665,Uncharacterized,1.32E-09,0,1,0,1,0,0,1,1,0,0,0
666,Uncharacterized,2.98E-10,0,1,0,1,0,0,1,1,0,0,1
667,Uncharacterized,4.09E-12,0,1,0,1,0,0,1,1,0,1,0
668,Uncharacterized,5.91E-08,0,1,0,1,0,0,1,1,0,1,1
669,Uncharacterized,1.49E-11,0,1,0,1,0,0,1,1,1,0,0
670,Uncharacterized,2.77E-13,0,1,0,1,0,0,1,1,1,0,1
671,Uncharacterized,2.20E-15,0,1,0,1,0,0,1,1,1,1,0
672,Uncharacterized,1.91E-14,0,1,0,1,0,0,1,1,1,1,1
673,Uncharacterized,2.20E-09,0,1,0,1,0,1,0,0,0,0,0
674,Uncharacterized,5.15E-12,0,1,0,1,0,1,0,0,0,0,1
675,Uncharacterized,2.71E-13,0,1,0,1,0,1,0,0,0,1,0
676,Uncharacterized,6.66E-14,0,1,0,1,0,1,0,0,0,1,1
677,Uncharacterized,1.54E-08,0,1,0,1,0,1,0,0,1,0,0
678,Uncharacterized,4.54E-11,0,1,0,1,0,1,0,0,1,0,1
679,Uncharacterized,6.83E-13,0,1,0,1,0,1,0,0,1,1,0
680,Uncharacterized,6.80E-15,0,1,0,1,0,1,0,0,1,1,1
681,Uncharacterized,1.32E-09,0,1,0,1,0,1,0,1,0,0,0
682,Uncharacterized,1.73E-09,0,1,0,1,0,1,0,1,0,0,1
683,Uncharacterized,1.46E-12,0,1,0,1,0,1,0,1,0,1,0
684,Uncharacterized,1.33E-09,0,1,0,1,0,1,0,1,0,1,1
685,Uncharacterized,1.54E-11,0,1,0,1,0,1,0,1,1,0,0
686,Uncharacterized,1.19E-12,0,1,0,1,0,1,0,1,1,0,1
687,Uncharacterized,1.17E-15,0,1,0,1,0,1,0,1,1,1,0
688,Uncharacterized,9.38E-14,0,1,0,1,0,1,0,1,1,1,1
689,Uncharacterized,8.47E-10,0,1,0,1,0,1,1,0,0,0,0
690,Uncharacterized,4.18E-13,0,1,0,1,0,1,1,0,0,0,1
691,Uncharacterized,2.31E-10,0,1,0,1,0,1,1,0,0,1,0
692,Uncharacterized,9.58E-11,0,1,0,1,0,1,1,0,0,1,1
693,Uncharacterized,1.44E-08,0,1,0,1,0,1,1,0,1,0,0
694,Uncharacterized,2.39E-10,0,1,0,1,0,1,1,0,1,0,1
695,Uncharacterized,1.47E-11,0,1,0,1,0,1,1,0,1,1,0
696,Uncharacterized,1.01E-10,0,1,0,1,0,1,1,0,1,1,1
697,Uncharacterized,3.45E-12,0,1,0,1,0,1,1,1,0,0,0
698,Uncharacterized,8.50E-11,0,1,0,1,0,1,1,1,0,0,1
699,Uncharacterized,1.79E-09,0,1,0,1,0,1,1,1,0,1,0
700,Uncharacterized,3.03E-07,0,1,0,1,0,1,1,1,0,1,1
701,Uncharacterized,1.45E-11,0,1,0,1,0,1,1,1,1,0,0
702,Uncharacterized,1.39E-10,0,1,0,1,0,1,1,1,1,0,1
703,Uncharacterized,1.51E-12,0,1,0,1,0,1,1,1,1,1,0
704,Uncharacterized,9.63E-11,0,1,0,1,0,1,1,1,1,1,1
705,Uncharacterized,1.42E-07,0,1,0,1,1,0,0,0,0,0,0
706,Uncharacterized,1.42E-10,0,1,0,1,1,0,0,0,0,0,1
707,Uncharacterized,2.71E-12,0,1,0,1,1,0,0,0,0,1,0
708,Uncharacterized,3.12E-15,0,1,0,1,1,0,0,0,0,1,1
709,Uncharacterized,8.42E-05,0,1,0,1,1,0,0,0,1,0,0
710,Uncharacterized,8.42E-08,0,1,0,1,1,0,0,0,1,0,1
711,Uncharacterized,8.24E-13,0,1,0,1,1,0,0,0,1,1,0
