Attractor, Associated Cell Fate,Probability,cln3,mbf,sbf,cln12,cdh1,swi5,cdc20,clb56,sic1,clb12,mcm1
195,Uncharacterized,2.71E-09,0,0,0,1,1,0,0,0,0,1,0
196,Uncharacterized,2.72E-12,0,0,0,1,1,0,0,0,0,1,1
197,Uncharacterized,0.000540101,0,0,0,1,1,0,0,0,1,0,0
198,Uncharacterized,5.41E-07,0,0,0,1,1,0,0,0,1,0,1
199,Uncharacterized,1.00E-11,0,0,0,1,1,0,0,0,1,1,0
200,Uncharacterized,1.02E-14,0,0,0,1,1,0,0,0,1,1,1
201,Uncharacterized,5.81E-08,0,0,0,1,1,0,0,1,0,0,0
202,Uncharacterized,6.08E-11,0,0,0,1,1,0,0,1,0,0,1
203,Uncharacterized,2.72E-12,0,0,0,1,1,0,0,1,0,1,0
204,Uncharacterized,3.73E-12,0,0,0,1,1,0,0,1,0,1,1
205,Uncharacterized,2.47E-08,0,0,0,1,1,0,0,1,1,0,0
206,Uncharacterized,2.47E-11,0,0,0,1,1,0,0,1,1,0,1
207,Uncharacterized,5.66E-15,0,0,0,1,1,0,0,1,1,1,0
208,Uncharacterized,1.79E-16,0,0,0,1,1,0,0,1,1,1,1
209,Uncharacterized,5.84E-08,0,0,0,1,1,0,1,0,0,0,0
210,Uncharacterized,5.29E-09,0,0,0,1,1,0,1,0,0,0,1
211,Uncharacterized,2.72E-12,0,0,0,1,1,0,1,0,0,1,0
212,Uncharacterized,1.31E-11,0,0,0,1,1,0,1,0,0,1,1
213,Uncharacterized,5.41E-07,0,0,0,1,1,0,1,0,1,0,0
214,Uncharacterized,1.92E-09,0,0,0,1,1,0,1,0,1,0,1
215,Uncharacterized,1.81E-14,0,0,0,1,1,0,1,0,1,1,0
216,Uncharacterized,2.20E-12,0,0,0,1,1,0,1,0,1,1,1
217,Uncharacterized,5.82E-11,0,0,0,1,1,0,1,1,0,0,0
218,Uncharacterized,4.38E-13,0,0,0,1,1,0,1,1,0,0,1
219,Uncharacterized,2.92E-15,0,0,0,1,1,0,1,1,0,1,0
220,Uncharacterized,3.95E-12,0,0,0,1,1,0,1,1,0,1,1
221,Uncharacterized,2.47E-11,0,0,0,1,1,0,1,1,1,0,0
222,Uncharacterized,3.42E-13,0,0,0,1,1,0,1,1,1,0,1
223,Uncharacterized,6.15E-18,0,0,0,1,1,0,1,1,1,1,0
224,Uncharacterized,4.52E-16,0,0,0,1,1,0,1,1,1,1,1
225,Uncharacterized,5.86E-08,0,0,0,1,1,1,0,0,0,0,0
226,Uncharacterized,1.17E-10,0,0,0,1,1,1,0,0,0,0,1
227,Uncharacterized,2.73E-12,0,0,0,1,1,1,0,0,0,1,0
228,Uncharacterized,1.11E-14,0,0,0,1,1,1,0,0,0,1,1
229,Uncharacterized,4.27E-06,0,0,0,1,1,1,0,0,1,0,0
230,Uncharacterized,4.38E-09,0,0,0,1,1,1,0,0,1,0,1
231,Uncharacterized,9.06E-12,0,0,0,1,1,1,0,0,1,1,0
232,Uncharacterized,1.10E-13,0,0,0,1,1,1,0,0,1,1,1
233,Uncharacterized,5.82E-11,0,0,0,1,1,1,0,1,0,0,0
234,Uncharacterized,2.03E-13,0,0,0,1,1,1,0,1,0,0,1
235,Uncharacterized,2.73E-15,0,0,0,1,1,1,0,1,0,1,0
236,Uncharacterized,5.58E-15,0,0,0,1,1,1,0,1,0,1,1
237,Uncharacterized,3.87E-11,0,0,0,1,1,1,0,1,1,0,0
238,Uncharacterized,1.81E-13,0,0,0,1,1,1,0,1,1,0,1
239,Uncharacterized,4.09E-16,0,0,0,1,1,1,0,1,1,1,0
240,Uncharacterized,1.33E-17,0,0,0,1,1,1,0,1,1,1,1
241,Uncharacterized,5.85E-08,0,0,0,1,1,1,1,0,0,0,0
242,Uncharacterized,7.24E-12,0,0,0,1,1,1,1,0,0,0,1
243,Uncharacterized,1.74E-10,0,0,0,1,1,1,1,0,0,1,0
244,Uncharacterized,1.23E-10,0,0,0,1,1,1,1,0,0,1,1
245,Uncharacterized,2.73E-06,0,0,0,1,1,1,1,0,1,0,0
246,Uncharacterized,4.57E-09,0,0,0,1,1,1,1,0,1,0,1
247,Uncharacterized,1.34E-10,0,0,0,1,1,1,1,0,1,1,0
248,Uncharacterized,2.17E-09,0,0,0,1,1,1,1,0,1,1,1
249,Uncharacterized,5.83E-11,0,0,0,1,1,1,1,1,0,0,0
250,Uncharacterized,4.79E-15,0,0,0,1,1,1,1,1,0,0,1
251,Uncharacterized,1.79E-13,0,0,0,1,1,1,1,1,0,1,0
252,Uncharacterized,4.05E-11,0,0,0,1,1,1,1,1,0,1,1
253,Uncharacterized,2.53E-11,0,0,0,1,1,1,1,1,1,0,0
254,Uncharacterized,6.96E-15,0,0,0,1,1,1,1,1,1,0,1
255,Uncharacterized,2.07E-15,0,0,0,1,1,1,1,1,1,1,0
256,Uncharacterized,1.37E-13,0,0,0,1,1,1,1,1,1,1,1
257,Uncharacterized,0.000197662,0,0,1,0,0,0,0,0,0,0,0
258,Uncharacterized,2.26E-07,0,0,1,0,0,0,0,0,0,0,1
259,Uncharacterized,1.96E-07,0,0,1,0,0,0,0,0,0,1,0
260,Uncharacterized,3.99E-10,0,0,1,0,0,0,0,0,0,1,1
261,Uncharacterized,7.77E-05,0,0,1,0,0,0,0,0,1,0,0
262,Uncharacterized,7.79E-08,0,0,1,0,0,0,0,0,1,0,1
263,Uncharacterized,3.67E-09,0,0,1,0,0,0,0,0,1,1,0
264,Uncharacterized,3.68E-12,0,0,1,0,0,0,0,0,1,1,1
265,Uncharacterized,1.98E-07,0,0,1,0,0,0,0,1,0,0,0
266,Uncharacterized,5.82E-08,0,0,1,0,0,0,0,1,0,0,1
267,Uncharacterized,2.07E-10,0,0,1,0,0,0,0,1,0,1,0
268,Uncharacterized,1.98E-07,0,0,1,0,0,0,0,1,0,1,1
269,Uncharacterized,3.71E-09,0,0,1,0,0,0,0,1,1,0,0
270,Uncharacterized,6.50E-12,0,0,1,0,0,0,0,1,1,0,1
271,Uncharacterized,3.30E-13,0,0,1,0,0,0,0,1,1,1,0
272,Uncharacterized,3.80E-12,0,0,1,0,0,0,0,1,1,1,1
273,Uncharacterized,1.98E-07,0,0,1,0,0,0,1,0,0,0,0
274,Uncharacterized,6.89E-10,0,0,1,0,0,0,1,0,0,0,1
275,Uncharacterized,2.07E-10,0,0,1,0,0,0,1,0,0,1,0
276,Uncharacterized,3.96E-09,0,0,1,0,0,0,1,0,0,1,1
277,Uncharacterized,7.78E-08,0,0,1,0,0,0,1,0,1,0,0
278,Uncharacterized,5.41E-09,0,0,1,0,0,0,1,0,1,0,1
279,Uncharacterized,3.97E-12,0,0,1,0,0,0,1,0,1,1,0
280,Uncharacterized,1.01E-10,0,0,1,0,0,0,1,0,1,1,1
281,Uncharacterized,1.98E-10,0,0,1,0,0,0,1,1,0,0,0
282,Uncharacterized,5.87E-11,0,0,1,0,0,0,1,1,0,0,1
283,Uncharacterized,8.04E-13,0,0,1,0,0,0,1,1,0,1,0
284,Uncharacterized,1.31E-08,0,0,1,0,0,0,1,1,0,1,1
285,Uncharacterized,3.71E-12,0,0,1,0,0,0,1,1,1,0,0
286,Uncharacterized,2.44E-13,0,0,1,0,0,0,1,1,1,0,1
287,Uncharacterized,5.34E-16,0,0,1,0,0,0,1,1,1,1,0
288,Uncharacterized,4.57E-14,0,0,1,0,0,0,1,1,1,1,1
289,Uncharacterized,3.12E-07,0,0,1,0,0,1,0,0,0,0,0
290,Uncharacterized,5.39E-10,0,0,1,0,0,1,0,0,0,0,1
291,Uncharacterized,2.12E-10,0,0,1,0,0,1,0,0,0,1,0
292,Uncharacterized,5.06E-12,0,0,1,0,0,1,0,0,0,1,1
293,Uncharacterized,7.93E-08,0,0,1,0,0,1,0,0,1,0,0
294,Uncharacterized,9.66E-11,0,0,1,0,0,1,0,0,1,0,1
295,Uncharacterized,3.66E-12,0,0,1,0,0,1,0,0,1,1,0
296,Uncharacterized,4.38E-12,0,0,1,0,0,1,0,0,1,1,1
297,Uncharacterized,2.03E-10,0,0,1,0,0,1,0,1,0,0,0
298,Uncharacterized,5.97E-11,0,0,1,0,0,1,0,1,0,0,1
299,Uncharacterized,2.20E-13,0,0,1,0,0,1,0,1,0,1,0
300,Uncharacterized,2.01E-10,0,0,1,0,0,1,0,1,0,1,1
301,Uncharacterized,3.68E-12,0,0,1,0,0,1,0,1,1,0,0
302,Uncharacterized,7.76E-15,0,0,1,0,0,1,0,1,1,0,1
303,Uncharacterized,2.68E-16,0,0,1,0,0,1,0,1,1,1,0
304,Uncharacterized,4.62E-15,0,0,1,0,0,1,0,1,1,1,1
305,Uncharacterized,1.16E-07,0,0,1,0,0,1,1,0,0,0,0
306,Uncharacterized,4.81E-11,0,0,1,0,0,1,1,0,0,0,1
307,Uncharacterized,2.26E-07,0,0,1,0,0,1,1,0,0,1,0
308,Uncharacterized,9.66E-08,0,0,1,0,0,1,1,0,0,1,1
309,Uncharacterized,8.12E-08,0,0,1,0,0,1,1,0,1,0,0
310,Uncharacterized,9.58E-08,0,0,1,0,0,1,1,0,1,0,1
311,Uncharacterized,4.82E-10,0,0,1,0,0,1,1,0,1,1,0
312,Uncharacterized,9.60E-08,0,0,1,0,0,1,1,0,1,1,1
313,Uncharacterized,5.65E-12,0,0,1,0,0,1,1,1,0,0,0
314,Uncharacterized,6.40E-13,0,0,1,0,0,1,1,1,0,0,1
315,Uncharacterized,2.86E-10,0,0,1,0,0,1,1,1,0,1,0
316,Uncharacterized,6.91E-08,0,0,1,0,0,1,1,1,0,1,1
317,Uncharacterized,3.57E-12,0,0,1,0,0,1,1,1,1,0,0
318,Uncharacterized,1.50E-13,0,0,1,0,0,1,1,1,1,0,1
319,Uncharacterized,3.20E-13,0,0,1,0,0,1,1,1,1,1,0
320,Uncharacterized,1.78E-11,0,0,1,0,0,1,1,1,1,1,1
321,Uncharacterized,5.83E-05,0,0,1,0,1,0,0,0,0,0,0
322,Uncharacterized,5.84E-08,0,0,1,0,1,0,0,0,0,0,1
323,Uncharacterized,2.71E-09,0,0,1,0,1,0,0,0,0,1,0
324,Uncharacterized,2.71E-12,0,0,1,0,1,0,0,0,0,1,1
325,Uncharacterized,0.000539613,0,0,1,0,1,0,0,0,1,0,0
326,Uncharacterized,5.40E-07,0,0,1,0,1,0,0,0,1,0,1
327,Uncharacterized,1.00E-11,0,0,1,0,1,0,0,0,1,1,0
328,Uncharacterized,1.01E-14,0,0,1,0,1,0,0,0,1,1,1
329,Uncharacterized,5.80E-08,0,0,1,0,1,0,0,1,0,0,0
330,Uncharacterized,6.07E-11,0,0,1,0,1,0,0,1,0,0,1
331,Uncharacterized,2.72E-12,0,0,1,0,1,0,0,1,0,1,0
332,Uncharacterized,3.72E-12,0,0,1,0,1,0,0,1,0,1,1
333,Uncharacterized,2.47E-08,0,0,1,0,1,0,0,1,1,0,0
334,Uncharacterized,2.47E-11,0,0,1,0,1,0,0,1,1,0,1
335,Uncharacterized,5.65E-15,0,0,1,0,1,0,0,1,1,1,0
336,Uncharacterized,1.78E-16,0,0,1,0,1,0,0,1,1,1,1
337,Uncharacterized,5.84E-08,0,0,1,0,1,0,1,0,0,0,0
338,Uncharacterized,5.86E-11,0,0,1,0,1,0,1,0,0,0,1
339,Uncharacterized,2.72E-12,0,0,1,0,1,0,1,0,0,1,0
340,Uncharacterized,1.76E-13,0,0,1,0,1,0,1,0,0,1,1
341,Uncharacterized,5.40E-07,0,0,1,0,1,0,1,0,1,0,0
342,Uncharacterized,5.60E-10,0,0,1,0,1,0,1,0,1,0,1
343,Uncharacterized,1.60E-14,0,0,1,0,1,0,1,0,1,1,0
344,Uncharacterized,9.66E-14,0,0,1,0,1,0,1,0,1,1,1
345,Uncharacterized,5.81E-11,0,0,1,0,1,0,1,1,0,0,0
346,Uncharacterized,6.08E-14,0,0,1,0,1,0,1,1,0,0,1
347,Uncharacterized,2.73E-15,0,0,1,0,1,0,1,1,0,1,0
348,Uncharacterized,5.88E-15,0,0,1,0,1,0,1,1,0,1,1
349,Uncharacterized,2.47E-11,0,0,1,0,1,0,1,1,1,0,0
350,Uncharacterized,2.53E-14,0,0,1,0,1,0,1,1,1,0,1
351,Uncharacterized,6.04E-18,0,0,1,0,1,0,1,1,1,1,0
352,Uncharacterized,6.23E-18,0,0,1,0,1,0,1,1,1,1,1
353,Uncharacterized,5.87E-08,0,0,1,0,1,1,0,0,0,0,0
354,Uncharacterized,1.16E-10,0,0,1,0,1,1,0,0,0,0,1
